YEAR,WEEK,TEAM NO,TEAM,SEED,ROUND,W,L,AP VOTES,AP RANK,RANK?
2024,17,1074,Boise St.,10,68,,,1,42,0
2024,17,,Indiana St.,,,,,1,42,0
2024,17,,Loyola Chicago,,,,,1,42,0
2024,17,1046,McNeese St.,12,64,,,1,42,0
2024,17,1036,Northwestern,9,32,,,1,42,0
2024,17,1052,James Madison,12,32,,,0,47,0
2024,17,,Seton Hall,,,,,0,47,0
2024,17,1017,Virginia,10,68,,,0,47,0
2024,18,1056,Houston,1,16,26,3,1539,1,1
2024,18,1067,Connecticut,1,1,26,3,1462,2,1
2024,18,1033,Purdue,1,2,26,3,1459,3,1
2024,18,1024,Tennessee,2,8,23,6,1364,4,1
2024,18,1077,Arizona,2,16,23,6,1252,5,1
2024,18,1053,Iowa St.,2,16,23,6,1212,6,1
2024,18,1038,North Carolina,1,16,23,6,1201,7,1
2024,18,1047,Marquette,2,16,22,7,1056,8,1
2024,18,1063,Duke,4,8,23,6,1051,9,1
2024,18,1066,Creighton,3,16,22,8,983,10,1
2024,18,1075,Baylor,3,32,21,8,901,11,1
2024,18,1054,Illinois,3,8,22,7,834,12,1
2024,18,1076,Auburn,4,64,22,7,746,13,1
2024,18,1051,Kansas,4,32,21,8,723,14,1
2024,18,1050,Kentucky,3,64,21,8,711,15,1
2024,18,1078,Alabama,4,4,20,9,592,16,1
2024,18,1028,South Carolina,6,64,24,5,579,17,1
2024,18,1015,Washington St.,7,32,23,7,484,18,1
2024,18,1059,Gonzaga,5,16,24,6,396,19,1
2024,18,1073,BYU,6,64,21,8,343,20,1
2024,18,1029,San Diego St.,5,16,22,7,338,21,1
2024,18,1019,Utah St.,8,32,24,5,285,22,1
2024,18,1032,Saint Mary's,5,64,24,7,268,23,1
2024,18,,South Florida,,,22,5,154,24,1
2024,18,1065,Dayton,7,32,22,6,50,25,1
2024,18,1040,Nevada,10,64,,,42,26,0
2024,18,1061,Florida,7,64,,,39,27,0
2024,18,1074,Boise St.,10,68,,,26,28,0
2024,18,1023,Texas,7,32,,,10,29,0
2024,18,1021,Texas Tech,6,64,,,10,29,0
2024,18,,Indiana St.,,,,,9,31,0
2024,18,,Appalachian St.,,,,,6,32,0
2024,18,1039,New Mexico,11,64,,,5,33,0
2024,18,1060,Florida Atlantic,8,64,,,4,34,0
2024,18,1052,James Madison,12,32,,,4,34,0
2024,18,,Princeton,,,,,3,36,0
2024,18,1068,Colorado St.,10,64,,,2,37,0
2024,18,1046,McNeese St.,12,64,,,2,37,0
2024,18,1045,Michigan St.,9,32,,,2,37,0
2024,18,,Villanova,,,,,2,37,0
2024,18,,Richmond,,,,,1,41,0
2024,18,1072,Clemson,6,8,,,0,42,0
2024,18,1041,Nebraska,8,64,,,0,42,0
2024,18,1036,Northwestern,9,32,,,0,42,0
2024,18,,Oklahoma,,,,,0,42,0
2024,18,1025,TCU,9,64,,,0,42,0
2024,18,,Wake Forest,,,,,0,42,0
2024,19,1056,Houston,1,16,28,3,1540,1,1
2024,19,1067,Connecticut,1,1,28,3,1471,2,1
2024,19,1033,Purdue,1,2,28,3,1453,3,1
2024,19,1038,North Carolina,1,16,25,6,1361,4,1
2024,19,1024,Tennessee,2,8,24,7,1291,5,1
2024,19,1077,Arizona,2,16,24,7,1125,6,1
2024,19,1053,Iowa St.,2,16,24,7,1120,7,1
2024,19,1066,Creighton,3,16,23,8,1094,8,1
2024,19,1050,Kentucky,3,64,23,8,1018,9,1
2024,19,1047,Marquette,2,16,23,8,1011,10,1
2024,19,1063,Duke,4,8,24,7,976,11,1
2024,19,1076,Auburn,4,64,24,7,914,12,1
2024,19,1054,Illinois,3,8,23,8,802,13,1
2024,19,1075,Baylor,3,32,22,9,786,14,1
2024,19,1028,South Carolina,6,64,25,6,567,15,1
2024,19,1051,Kansas,4,32,22,9,558,16,1
2024,19,1059,Gonzaga,5,16,24,6,511,17,1
2024,19,1019,Utah St.,8,32,26,5,486,18,1
2024,19,1078,Alabama,4,4,21,10,432,19,1
2024,19,1073,BYU,6,64,22,9,381,20,1
2024,19,1032,Saint Mary's,5,64,24,7,306,21,1
2024,19,1015,Washington St.,7,32,23,8,239,22,1
2024,19,1040,Nevada,10,64,26,6,223,23,1
2024,19,1065,Dayton,7,32,24,6,155,24,1
2024,19,1021,Texas Tech,6,64,22,9,149,25,1
2024,19,1074,Boise St.,10,68,,,46,26,0
2024,19,,South Florida,,,,,27,27,0
2024,19,1029,San Diego St.,5,16,,,21,28,0
2024,19,1064,Drake,10,64,,,16,29,0
2024,19,1052,James Madison,12,32,,,14,30,0
2024,19,1023,Texas,7,32,,,14,30,0
2024,19,1060,Florida Atlantic,8,64,,,11,32,0
2024,19,1061,Florida,7,64,,,8,33,0
2024,19,,Princeton,,,,,7,34,0
2024,19,1041,Nebraska,8,64,,,6,35,0
2024,19,1039,New Mexico,11,64,,,4,36,0
2024,19,1069,Colorado,10,32,,,2,37,0
2024,19,1046,McNeese St.,12,64,,,2,37,0
2024,19,1068,Colorado St.,10,64,,,1,39,0
2024,19,,Indiana St.,,,,,1,39,0
2024,19,,Wake Forest,,,,,1,39,0
2024,19,1036,Northwestern,9,32,,,0,42,0
2024,19,,Oklahoma,,,,,0,42,0
2024,20,1067,Connecticut,1,1,31,3,1549,1,1
2024,20,1056,Houston,1,16,30,4,1460,2,1
2024,20,1033,Purdue,1,2,29,4,1436,3,1
2024,20,1053,Iowa St.,2,16,27,7,1342,4,1
2024,20,1038,North Carolina,1,16,27,7,1325,5,1
2024,20,1024,Tennessee,2,8,24,8,1158,6,1
2024,20,1076,Auburn,4,64,27,7,1096,7,1
2024,20,1047,Marquette,2,16,25,9,1082,8,1
2024,20,1077,Arizona,2,16,25,8,1080,9,1
2024,20,1054,Illinois,3,8,26,8,1040,10,1
2024,20,1066,Creighton,3,16,23,9,920,11,1
2024,20,1050,Kentucky,3,64,23,9,866,12,1
2024,20,1063,Duke,4,8,24,8,834,13,1
2024,20,1075,Baylor,3,32,23,10,806,14,1
2024,20,1032,Saint Mary's,5,64,26,7,568,15,1
2024,20,1028,South Carolina,6,64,26,7,527,16,1
2024,20,1051,Kansas,4,32,22,10,445,17,1
2024,20,1059,Gonzaga,5,16,25,7,413,18,1
2024,20,1078,Alabama,4,4,21,11,380,19,1
2024,20,1019,Utah St.,8,32,27,6,346,20,1
2024,20,1073,BYU,6,64,23,10,310,21,1
2024,20,1021,Texas Tech,6,64,23,10,205,22,1
2024,20,1013,Wisconsin,5,64,22,13,175,23,1
2024,20,1029,San Diego St.,5,16,24,10,158,24,1
2024,20,1015,Washington St.,7,32,24,9,138,25,1
2024,20,1039,New Mexico,11,64,,,134,26,0
2024,20,1061,Florida,7,64,,,120,27,0
2024,20,1040,Nevada,10,64,,,51,28,0
2024,20,1037,North Carolina St.,11,4,,,36,29,0
2024,20,1052,James Madison,12,32,,,31,30,0
2024,20,1065,Dayton,7,32,,,27,31,0
2024,20,1064,Drake,10,64,,,26,32,0
2024,20,1034,Oregon,11,32,,,12,33,0
2024,20,1069,Colorado,10,32,,,10,34,0
2024,20,1041,Nebraska,8,64,,,7,35,0
2024,20,1023,Texas,7,32,,,7,35,0
2024,20,1074,Boise St.,10,68,,,6,37,0
2024,20,1046,McNeese St.,12,64,,,6,37,0
2024,20,1072,Clemson,6,8,,,5,39,0
2024,20,1044,Mississippi St.,8,64,,,5,39,0
2024,20,1068,Colorado St.,10,64,,,3,41,0
2024,20,,South Florida,,,,,3,41,0
2024,20,1060,Florida Atlantic,8,64,,,2,43,0
2024,20,1057,Grand Canyon,12,32,,,0,44,0
2024,20,1045,Michigan St.,9,32,,,0,44,0
2024,20,,Pittsburgh,,,,,0,44,0
2024,21,1067,Connecticut,1,1,37,3,1450,1,1
2024,21,1033,Purdue,1,2,34,5,1386,2,1
2024,21,1078,Alabama,4,4,25,12,1216,3,1
2024,21,1056,Houston,1,16,32,5,1216,3,1
2024,21,1024,Tennessee,2,8,27,9,1203,5,1
2024,21,1054,Illinois,3,8,29,9,1099,6,1
2024,21,1038,North Carolina,1,16,29,8,1046,7,1
2024,21,1053,Iowa St.,2,16,29,8,1008,8,1
2024,21,1063,Duke,4,8,27,9,980,9,1
2024,21,1037,North Carolina St.,11,4,26,15,927,10,1
2024,21,1047,Marquette,2,16,27,10,827,11,1
2024,21,1077,Arizona,2,16,27,9,824,12,1
2024,21,1066,Creighton,3,16,25,10,800,13,1
2024,21,1072,Clemson,6,8,24,12,748,14,1
2024,21,1059,Gonzaga,5,16,27,8,683,15,1
2024,21,1075,Baylor,3,32,24,11,536,16,1
2024,21,1029,San Diego St.,5,16,26,11,504,17,1
2024,21,1076,Auburn,4,64,27,8,465,18,1
2024,21,1051,Kansas,4,32,23,11,268,19,1
2024,21,1050,Kentucky,3,64,23,10,244,20,1
2024,21,1032,Saint Mary's,5,64,26,8,206,21,1
2024,21,1019,Utah St.,8,32,28,7,183,22,1
2024,21,1015,Washington St.,7,32,25,10,140,23,1
2024,21,1065,Dayton,7,32,25,8,119,24,1
2024,21,1028,South Carolina,6,64,26,8,110,25,1
2024,21,1022,Texas A&M,9,32,,,87,26,0
2024,21,1034,Oregon,11,32,,,77,27,0
2024,21,1069,Colorado,10,32,,,75,28,0
2024,21,1073,BYU,6,64,,,73,29,0
2024,21,1023,Texas,7,32,,,62,30,0
2024,21,1052,James Madison,12,32,,,57,31,0
2024,21,1057,Grand Canyon,12,32,,,37,32,0
2024,21,,Seton Hall,,,,,36,33,0
2024,21,1013,Wisconsin,5,64,,,27,34,0
2024,21,1036,Northwestern,9,32,,,23,35,0
2024,21,1021,Texas Tech,6,64,,,19,36,0
2024,21,,Indiana St.,,,,,18,37,0
2024,21,,Miami FL,,,,,13,38,0
2024,21,1045,Michigan St.,9,32,,,12,39,0
2024,21,1062,Duquesne,11,32,,,9,40,0
2024,21,1012,Yale,13,32,,,7,41,0
2024,21,,Arkansas,,,,,6,42,0
2024,21,1039,New Mexico,11,64,,,6,42,0
2024,21,1068,Colorado St.,10,64,,,5,44,0
2024,21,,Maryland,,,,,5,44,0
2024,21,1061,Florida,7,64,,,4,46,0
2024,21,,Rutgers,,,,,2,47,0
2024,21,1040,Nevada,10,64,,,1,48,0
2024,21,1035,Oakland,14,32,,,1,48,0
2024,21,1074,Boise St.,10,68,,,0,50,0
2023,1,,North Carolina,,,0,0,1532,1,1
2023,1,995,Gonzaga,3,8,0,0,1479,2,1
2023,1,993,Houston,1,16,0,0,1404,3,1
2023,1,982,Kentucky,6,32,0,0,1364,4,1
2023,1,1006,Baylor,3,32,0,0,1200,5,1
2023,1,986,Kansas,1,32,0,0,1200,5,1
2023,1,999,Duke,5,32,0,0,1168,7,1
2023,1,952,UCLA,2,16,0,0,1093,8,1
2023,1,1001,Creighton,6,8,0,0,1060,9,1
2023,1,1008,Arkansas,8,16,0,0,1026,10,1
2023,1,958,Tennessee,4,16,0,0,880,11,1
2023,1,957,Texas,2,8,0,0,844,12,1
2023,1,990,Indiana,4,32,0,0,745,13,1
2023,1,959,TCU,6,32,0,0,735,14,1
2023,1,1007,Auburn,9,32,0,0,623,15,1
2023,1,,Villanova,,,0,0,578,16,1
2023,1,1010,Arizona,2,64,0,0,543,17,1
2023,1,946,Virginia,4,64,0,0,462,18,1
2023,1,961,San Diego St.,5,2,0,0,394,19,1
2023,1,1011,Alabama,1,16,0,0,281,20,1
2023,1,,Oregon,,,0,0,260,21,1
2023,1,,Michigan,,,0,0,229,22,1
2023,1,991,Illinois,9,64,0,0,215,23,1
2023,1,,Dayton,,,0,0,170,24,1
2023,1,,Texas Tech,,,0,0,122,25,1
2023,1,956,Texas A&M,7,64,,,112,26,0
2023,1,1002,Connecticut,4,1,,,101,27,0
2023,1,977,Miami FL,5,4,,,66,28,0
2023,1,963,Purdue,1,64,,,56,29,0
2023,1,,Saint Louis,,,,,36,30,0
2023,1,976,Michigan St.,7,16,,,35,31,0
2023,1,,Florida St.,,,,,32,32,0
2023,1,944,Xavier,3,16,,,29,33,0
2023,1,,Wyoming,,,,,25,34,0
2023,1,,Ohio St.,,,,,23,35,0
2023,1,988,Iowa,8,64,,,13,36,0
2023,1,,Rutgers,,,,,4,37,0
2023,1,,Florida,,,,,3,38,0
2023,1,950,USC,10,64,,,3,38,0
2023,1,978,Memphis,8,64,,,1,40,0
2023,1,,Notre Dame,,,,,1,40,0
2023,1,,Toledo,,,,,1,40,0
2023,1,,UAB,,,,,1,40,0
2023,1,,Virginia Tech,,,,,1,40,0
2023,1,1005,Boise St.,10,64,,,0,45,0
2023,1,,Colorado St.,,,,,0,45,0
2023,1,1000,Drake,12,64,,,0,45,0
2023,1,987,Iowa St.,6,64,,,0,45,0
2023,1,,Murray St.,,,,,0,45,0
2023,1,964,Providence,11,64,,,0,45,0
2023,1,962,Saint Mary's,5,32,,,0,45,0
2023,1,,Syracuse,,,,,0,45,0
2023,1,,Wisconsin,,,,,0,45,0
2023,2,,North Carolina,,,2,0,1543,1,1
2023,2,995,Gonzaga,3,8,2,0,1497,2,1
2023,2,993,Houston,1,16,2,0,1439,3,1
2023,2,982,Kentucky,6,32,2,0,1394,4,1
2023,2,1006,Baylor,3,32,2,0,1253,5,1
2023,2,986,Kansas,1,32,2,0,1218,6,1
2023,2,999,Duke,5,32,2,0,1216,7,1
2023,2,952,UCLA,2,16,2,0,1138,8,1
2023,2,1008,Arkansas,8,16,2,0,1059,9,1
2023,2,1001,Creighton,6,8,2,0,1036,10,1
2023,2,957,Texas,2,8,2,0,932,11,1
2023,2,990,Indiana,4,32,2,0,867,12,1
2023,2,1007,Auburn,9,32,2,0,724,13,1
2023,2,1010,Arizona,2,64,2,0,694,14,1
2023,2,959,TCU,6,32,2,0,630,15,1
2023,2,946,Virginia,4,64,2,0,590,16,1
2023,2,961,San Diego St.,5,2,2,0,524,17,1
2023,2,1011,Alabama,1,16,2,0,436,18,1
2023,2,991,Illinois,9,64,2,0,316,19,1
2023,2,,Michigan,,,2,0,308,20,1
2023,2,,Dayton,,,2,0,280,21,1
2023,2,958,Tennessee,4,16,1,1,264,22,1
2023,2,,Texas Tech,,,2,0,190,23,1
2023,2,956,Texas A&M,7,64,2,0,131,24,1
2023,2,1002,Connecticut,4,1,2,0,124,25,1
2023,2,976,Michigan St.,7,16,,,119,26,0
2023,2,963,Purdue,1,64,,,104,27,0
2023,2,,Villanova,,,,,96,28,0
2023,2,977,Miami FL,5,4,,,61,29,0
2023,2,,Saint Louis,,,,,47,30,0
2023,2,944,Xavier,3,16,,,44,31,0
2023,2,988,Iowa,8,64,,,36,32,0
2023,2,,Ohio St.,,,,,36,32,0
2023,2,,Oregon,,,,,36,32,0
2023,2,978,Memphis,8,64,,,20,35,0
2023,2,,Virginia Tech,,,,,13,36,0
2023,2,,Colorado,,,,,11,37,0
2023,2,1009,Arizona St.,11,64,,,9,38,0
2023,2,,Rutgers,,,,,8,39,0
2023,2,,Toledo,,,,,8,39,0
2023,2,962,Saint Mary's,5,32,,,7,41,0
2023,2,,Florida,,,,,5,42,0
2023,2,,Grambling St.,,,,,4,43,0
2023,2,,UC Irvine,,,,,4,43,0
2023,2,,Seton Hall,,,,,3,45,0
2023,2,967,Penn St.,10,32,,,1,46,0
2023,2,,Wisconsin,,,,,0,47,0
2023,3,,North Carolina,,,4,0,1541,1,1
2023,3,993,Houston,1,16,5,0,1499,2,1
2023,3,986,Kansas,1,32,4,0,1396,3,1
2023,3,957,Texas,2,8,3,0,1377,4,1
2023,3,946,Virginia,4,64,4,0,1279,5,1
2023,3,995,Gonzaga,3,8,3,1,1273,6,1
2023,3,1006,Baylor,3,32,4,1,1102,7,1
2023,3,999,Duke,5,32,3,1,1057,8,1
2023,3,1008,Arkansas,8,16,3,0,1038,9,1
2023,3,1001,Creighton,6,8,4,0,1004,10,1
2023,3,990,Indiana,4,32,4,0,932,11,1
2023,3,976,Michigan St.,7,16,3,1,825,12,1
2023,3,1007,Auburn,9,32,4,0,737,13,1
2023,3,1010,Arizona,2,64,3,0,725,14,1
2023,3,982,Kentucky,6,32,3,2,685,15,1
2023,3,991,Illinois,9,64,4,1,673,16,1
2023,3,961,San Diego St.,5,2,3,0,601,17,1
2023,3,1011,Alabama,1,16,4,0,510,18,1
2023,3,952,UCLA,2,16,3,2,506,19,1
2023,3,1002,Connecticut,4,1,5,0,298,20,1
2023,3,,Texas Tech,,,3,0,275,21,1
2023,3,958,Tennessee,4,16,2,1,238,22,1
2023,3,979,Maryland,8,32,5,0,223,23,1
2023,3,963,Purdue,1,64,3,0,215,24,1
2023,3,988,Iowa,8,64,3,0,132,25,1
2023,3,959,TCU,6,32,,,82,26,0
2023,3,962,Saint Mary's,5,32,,,59,27,0
2023,3,,Ohio St.,,,,,56,28,0
2023,3,,Michigan,,,,,24,29,0
2023,3,944,Xavier,3,16,,,22,30,0
2023,3,1003,College of Charleston,12,64,,,17,31,0
2023,3,,Toledo,,,,,16,32,0
2023,3,977,Miami FL,5,4,,,10,33,0
2023,3,,Dayton,,,,,9,34,0
2023,3,,Villanova,,,,,7,35,0
2023,3,1009,Arizona St.,11,64,,,5,36,0
2023,3,,Saint Louis,,,,,5,36,0
2023,3,,UNLV,,,,,5,36,0
2023,3,,Virginia Tech,,,,,5,36,0
2023,3,,Oregon,,,,,4,40,0
2023,3,945,West Virginia,9,64,,,3,41,0
2023,3,956,Texas A&M,7,64,,,2,42,0
2023,3,975,Mississippi St.,11,68,,,1,43,0
2023,3,967,Penn St.,10,32,,,1,43,0
2023,3,949,Utah St.,10,64,,,1,43,0
2023,3,1000,Drake,12,64,,,0,46,0
2023,3,987,Iowa St.,6,64,,,0,46,0
2023,3,980,Marquette,2,32,,,0,46,0
2023,3,978,Memphis,8,64,,,0,46,0
2023,3,,St. John's,,,,,0,46,0
2023,3,,Tulane,,,,,0,46,0
2023,3,,Wisconsin,,,,,0,46,0
2023,4,993,Houston,1,16,6,0,1534,1,1
2023,4,957,Texas,2,8,5,0,1467,2,1
2023,4,946,Virginia,4,64,5,0,1408,3,1
2023,4,1010,Arizona,2,64,6,0,1341,4,1
2023,4,963,Purdue,1,64,6,0,1307,5,1
2023,4,1006,Baylor,3,32,5,1,1111,6,1
2023,4,1001,Creighton,6,8,6,1,1100,7,1
2023,4,1002,Connecticut,4,1,8,0,1099,8,1
2023,4,986,Kansas,1,32,6,1,990,9,1
2023,4,990,Indiana,4,32,6,0,938,10,1
2023,4,1011,Alabama,1,16,6,1,860,11,1
2023,4,1008,Arkansas,8,16,5,1,860,11,1
2023,4,958,Tennessee,4,16,5,1,848,13,1
2023,4,995,Gonzaga,3,8,5,2,845,14,1
2023,4,1007,Auburn,9,32,7,0,733,15,1
2023,4,991,Illinois,9,64,5,1,643,16,1
2023,4,999,Duke,5,32,6,2,614,17,1
2023,4,,North Carolina,,,5,2,541,18,1
2023,4,982,Kentucky,6,32,4,2,472,19,1
2023,4,976,Michigan St.,7,16,5,2,469,20,1
2023,4,952,UCLA,2,16,5,2,346,21,1
2023,4,979,Maryland,8,32,6,0,282,22,1
2023,4,987,Iowa St.,6,64,5,1,198,23,1
2023,4,961,San Diego St.,5,2,4,2,189,24,1
2023,4,,Ohio St.,,,5,1,108,25,1
2023,4,959,TCU,6,32,,,45,26,0
2023,4,988,Iowa,8,64,,,31,27,0
2023,4,1003,College of Charleston,12,64,,,20,28,0
2023,4,945,West Virginia,9,64,,,14,29,0
2023,4,975,Mississippi St.,11,68,,,12,30,0
2023,4,,Texas Tech,,,,,11,31,0
2023,4,,Michigan,,,,,8,32,0
2023,4,1009,Arizona St.,11,64,,,6,33,0
2023,4,,UNLV,,,,,6,33,0
2023,4,,Wisconsin,,,,,6,33,0
2023,4,977,Miami FL,5,4,,,5,36,0
2023,4,974,Missouri,7,32,,,2,37,0
2023,4,,Oklahoma,,,,,2,37,0
2023,4,985,Kansas St.,3,8,,,1,39,0
2023,4,,New Mexico,,,,,1,39,0
2023,4,,St. John's,,,,,1,39,0
2023,4,,Virginia Tech,,,,,1,39,0
2023,4,1000,Drake,12,64,,,0,43,0
2023,4,962,Saint Mary's,5,32,,,0,43,0
2023,4,944,Xavier,3,16,,,0,43,0
2023,5,993,Houston,1,16,8,0,1502,1,1
2023,5,957,Texas,2,8,6,0,1473,2,1
2023,5,946,Virginia,4,64,7,0,1416,3,1
2023,5,963,Purdue,1,64,8,0,1411,4,1
2023,5,1002,Connecticut,4,1,9,0,1295,5,1
2023,5,986,Kansas,1,32,8,1,1131,6,1
2023,5,958,Tennessee,4,16,7,1,1046,7,1
2023,5,1011,Alabama,1,16,7,1,1029,8,1
2023,5,1008,Arkansas,8,16,7,1,1021,9,1
2023,5,1010,Arizona,2,64,7,1,1013,10,1
2023,5,1007,Auburn,9,32,8,0,853,11,1
2023,5,1006,Baylor,3,32,6,2,841,12,1
2023,5,979,Maryland,8,32,8,0,811,13,1
2023,5,990,Indiana,4,32,7,1,759,14,1
2023,5,999,Duke,5,32,8,2,745,15,1
2023,5,982,Kentucky,6,32,6,2,596,16,1
2023,5,991,Illinois,9,64,6,2,554,17,1
2023,5,995,Gonzaga,3,8,5,3,517,18,1
2023,5,952,UCLA,2,16,7,2,479,19,1
2023,5,987,Iowa St.,6,64,7,1,376,20,1
2023,5,1001,Creighton,6,8,6,3,346,21,1
2023,5,961,San Diego St.,5,2,6,2,265,22,1
2023,5,975,Mississippi St.,11,68,8,0,187,23,1
2023,5,959,TCU,6,32,6,1,113,24,1
2023,5,,Ohio St.,,,6,2,81,25,1
2023,5,988,Iowa,8,64,,,70,26,0
2023,5,1003,College of Charleston,12,64,,,54,27,0
2023,5,977,Miami FL,5,4,,,29,28,0
2023,5,,Virginia Tech,,,,,27,29,0
2023,5,1009,Arizona St.,11,64,,,20,30,0
2023,5,,Utah,,,,,16,31,0
2023,5,,Wisconsin,,,,,16,31,0
2023,5,,UNLV,,,,,14,33,0
2023,5,,Texas Tech,,,,,10,34,0
2023,5,945,West Virginia,9,64,,,8,35,0
2023,5,980,Marquette,2,32,,,7,36,0
2023,5,944,Xavier,3,16,,,6,37,0
2023,5,978,Memphis,8,64,,,3,38,0
2023,5,976,Michigan St.,7,16,,,3,38,0
2023,5,,New Mexico,,,,,3,38,0
2023,5,974,Missouri,7,32,,,2,41,0
2023,5,985,Kansas St.,3,8,,,1,42,0
2023,5,,North Carolina,,,,,1,42,0
2023,5,,Oklahoma,,,,,0,44,0
2023,5,,Rutgers,,,,,0,44,0
2023,5,949,Utah St.,10,64,,,0,44,0
2023,6,963,Purdue,1,64,10,0,1508,1,1
2023,6,946,Virginia,4,64,8,0,1476,2,1
2023,6,1002,Connecticut,4,1,11,0,1466,3,1
2023,6,1011,Alabama,1,16,8,1,1326,4,1
2023,6,993,Houston,1,16,9,1,1224,5,1
2023,6,958,Tennessee,4,16,9,1,1189,6,1
2023,6,957,Texas,2,8,7,1,1173,7,1
2023,6,986,Kansas,1,32,9,1,1165,8,1
2023,6,1010,Arizona,2,64,8,1,1096,9,1
2023,6,1008,Arkansas,8,16,9,1,1029,10,1
2023,6,1006,Baylor,3,32,7,2,881,11,1
2023,6,999,Duke,5,32,10,2,840,12,1
2023,6,982,Kentucky,6,32,7,2,688,13,1
2023,6,990,Indiana,4,32,8,2,622,14,1
2023,6,995,Gonzaga,3,8,7,3,621,15,1
2023,6,952,UCLA,2,16,8,2,606,16,1
2023,6,975,Mississippi St.,11,68,9,0,501,17,1
2023,6,991,Illinois,9,64,7,3,487,18,1
2023,6,1007,Auburn,9,32,8,1,453,19,1
2023,6,979,Maryland,8,32,8,2,414,20,1
2023,6,959,TCU,6,32,8,1,270,21,1
2023,6,,Wisconsin,,,8,2,255,22,1
2023,6,,Ohio St.,,,7,2,209,23,1
2023,6,,Virginia Tech,,,10,1,109,24,1
2023,6,977,Miami FL,5,4,10,1,100,25,1
2023,6,978,Memphis,8,64,,,74,26,0
2023,6,1003,College of Charleston,12,64,,,64,27,0
2023,6,1009,Arizona St.,11,64,,,39,28,0
2023,6,987,Iowa St.,6,64,,,39,28,0
2023,6,980,Marquette,2,32,,,39,28,0
2023,6,,UNLV,,,,,27,31,0
2023,6,944,Xavier,3,16,,,26,32,0
2023,6,988,Iowa,8,64,,,25,33,0
2023,6,945,West Virginia,9,64,,,20,34,0
2023,6,962,Saint Mary's,5,32,,,15,35,0
2023,6,961,San Diego St.,5,2,,,14,36,0
2023,6,,Texas Tech,,,,,14,36,0
2023,6,,New Mexico,,,,,12,38,0
2023,6,,Utah,,,,,12,38,0
2023,6,1001,Creighton,6,8,,,11,40,0
2023,6,976,Michigan St.,7,16,,,5,41,0
2023,6,949,Utah St.,10,64,,,4,42,0
2023,6,985,Kansas St.,3,8,,,2,43,0
2023,6,,North Carolina,,,,,0,44,0
2023,6,,Rutgers,,,,,0,44,0
2023,7,963,Purdue,1,64,11,0,1502,1,1
2023,7,1002,Connecticut,4,1,12,0,1482,2,1
2023,7,993,Houston,1,16,11,1,1374,3,1
2023,7,986,Kansas,1,32,10,1,1290,4,1
2023,7,1010,Arizona,2,64,10,1,1269,5,1
2023,7,946,Virginia,4,64,8,1,1195,6,1
2023,7,957,Texas,2,8,9,1,1064,7,1
2023,7,958,Tennessee,4,16,9,2,1024,8,1
2023,7,1011,Alabama,1,16,9,2,1021,9,1
2023,7,1008,Arkansas,8,16,10,1,1004,10,1
2023,7,995,Gonzaga,3,8,9,3,895,11,1
2023,7,1006,Baylor,3,32,8,2,873,12,1
2023,7,952,UCLA,2,16,10,2,871,13,1
2023,7,999,Duke,5,32,10,2,819,14,1
2023,7,975,Mississippi St.,11,68,11,0,623,15,1
2023,7,991,Illinois,9,64,8,3,528,16,1
2023,7,,Wisconsin,,,9,2,432,17,1
2023,7,990,Indiana,4,32,8,3,408,18,1
2023,7,982,Kentucky,6,32,7,3,370,19,1
2023,7,959,TCU,6,32,9,1,358,20,1
2023,7,,Virginia Tech,,,11,1,297,21,1
2023,7,977,Miami FL,5,4,11,1,208,22,1
2023,7,1007,Auburn,9,32,9,2,118,23,1
2023,7,980,Marquette,2,32,9,3,116,24,1
2023,7,1009,Arizona St.,11,64,11,1,98,25,1
2023,7,979,Maryland,8,32,,,78,26,0
2023,7,945,West Virginia,9,64,,,74,27,0
2023,7,944,Xavier,3,16,,,71,28,0
2023,7,1003,College of Charleston,12,64,,,68,29,0
2023,7,,New Mexico,,,,,64,30,0
2023,7,978,Memphis,8,64,,,59,31,0
2023,7,,North Carolina,,,,,36,32,0
2023,7,,Ohio St.,,,,,33,33,0
2023,7,987,Iowa St.,6,64,,,26,34,0
2023,7,988,Iowa,8,64,,,21,35,0
2023,7,961,San Diego St.,5,2,,,16,36,0
2023,7,,Texas Tech,,,,,10,37,0
2023,7,949,Utah St.,10,64,,,10,37,0
2023,7,976,Michigan St.,7,16,,,7,39,0
2023,7,950,USC,10,64,,,7,39,0
2023,7,985,Kansas St.,3,8,,,5,41,0
2023,7,962,Saint Mary's,5,32,,,1,42,0
2023,7,997,Florida Atlantic,9,4,,,0,43,0
2023,8,963,Purdue,1,64,12,0,1478,1,1
2023,8,1002,Connecticut,4,1,13,0,1459,2,1
2023,8,993,Houston,1,16,12,1,1351,3,1
2023,8,986,Kansas,1,32,11,1,1299,4,1
2023,8,1010,Arizona,2,64,12,1,1274,5,1
2023,8,957,Texas,2,8,10,1,1144,6,1
2023,8,958,Tennessee,4,16,10,2,1068,7,1
2023,8,1011,Alabama,1,16,10,2,1067,8,1
2023,8,1008,Arkansas,8,16,11,1,1017,9,1
2023,8,995,Gonzaga,3,8,10,3,940,10,1
2023,8,952,UCLA,2,16,11,2,906,11,1
2023,8,1006,Baylor,3,32,9,2,888,12,1
2023,8,946,Virginia,4,64,8,2,861,13,1
2023,8,977,Miami FL,5,4,12,1,658,14,1
