YEAR,WEEK,TEAM NO,TEAM,SEED,ROUND,W,L,AP VOTES,AP RANK,RANK?
2016,8,545,Vanderbilt,11,68,7,4,10,35,0
2016,8,580,Iowa,7,32,9,3,7,36,0
2016,8,551,Texas Tech,8,64,9,1,6,37,0
2016,8,,Florida,,,8,3,4,38,0
2016,8,553,Texas,6,64,8,3,4,38,0
2016,8,561,Saint Joseph's,8,32,9,2,2,40,0
2016,8,,Mississippi,,,10,2,1,41,0
2016,8,,Saint Mary's,,,11,1,1,41,0
2016,8,597,California,4,64,9,3,0,43,0
2016,8,582,Indiana,5,16,10,3,0,43,0
2016,8,568,Notre Dame,6,8,8,3,0,43,0
2016,8,547,USC,8,64,11,2,0,43,0
2016,9,578,Kansas,1,8,12,1,1598,1,1
2016,9,567,Oklahoma,2,4,12,0,1574,2,1
2016,9,575,Maryland,5,16,13,1,1459,3,1
2016,9,542,Virginia,1,8,12,1,1409,4,1
2016,9,572,Michigan St.,2,64,14,1,1400,5,1
2016,9,570,North Carolina,1,2,13,2,1275,6,1
2016,9,603,Arizona,6,64,13,1,1126,7,1
2016,9,563,Providence,9,32,14,1,1108,8,1
2016,9,577,Kentucky,4,32,11,2,1039,9,1
2016,9,537,Xavier,2,32,13,1,1001,10,1
2016,9,543,Villanova,2,1,12,2,979,11,1
2016,9,574,Miami FL,3,16,12,1,921,12,1
2016,9,579,Iowa St.,4,16,11,2,844,13,1
2016,9,591,Duke,4,16,12,2,830,14,1
2016,9,,SMU,,,13,0,731,15,1
2016,9,,Louisville,,,12,2,568,16,1
2016,9,540,West Virginia,3,64,12,1,558,17,1
2016,9,599,Butler,9,32,11,3,516,18,1
2016,9,580,Iowa,7,32,11,3,456,19,1
2016,9,562,Purdue,5,64,13,2,450,20,1
2016,9,552,Texas A&M,3,16,11,2,420,21,1
2016,9,,South Carolina,,,13,0,286,22,1
2016,9,593,Connecticut,9,32,10,3,107,23,1
2016,9,564,Pittsburgh,10,64,12,1,103,24,1
2016,9,592,Dayton,7,64,11,2,100,25,1
2016,9,587,Gonzaga,11,16,12,3,61,26,0
2016,9,597,California,4,64,12,3,54,27,0
2016,9,551,Texas Tech,8,64,11,1,40,28,0
2016,9,,George Washington,,,12,2,38,29,0
2016,9,,Saint Mary's,,,13,1,23,30,0
2016,9,601,Baylor,5,64,10,3,22,31,0
2016,9,594,Colorado,8,64,12,3,4,32,0
2016,9,565,Oregon St.,7,64,10,2,4,32,0
2016,9,560,Seton Hall,6,64,12,2,4,32,0
2016,9,561,Saint Joseph's,8,32,11,2,3,35,0
2016,9,546,Utah,3,32,11,4,3,35,0
2016,9,539,Wichita St.,11,32,8,5,3,35,0
2016,9,595,Cincinnati,9,64,11,4,2,38,0
2016,9,582,Indiana,5,16,12,3,2,38,0
2016,9,573,Michigan,11,64,12,3,2,38,0
2016,9,,Akron,,,11,2,1,41,0
2016,9,566,Oregon,1,8,11,3,1,41,0
2016,9,,Houston,,,12,2,0,43,0
2016,9,,UCLA,,,9,6,0,43,0
2016,9,547,USC,8,64,12,3,0,43,0
2016,9,545,Vanderbilt,11,68,8,5,0,43,0
2016,10,578,Kansas,1,8,14,1,1621,1,1
2016,10,567,Oklahoma,2,4,13,1,1551,2,1
2016,10,575,Maryland,5,16,15,1,1472,3,1
2016,10,572,Michigan St.,2,64,16,1,1446,4,1
2016,10,570,North Carolina,1,2,15,2,1371,5,1
2016,10,543,Villanova,2,1,14,2,1246,6,1
2016,10,537,Xavier,2,32,14,1,1200,7,1
2016,10,574,Miami FL,3,16,13,1,1139,8,1
2016,10,591,Duke,4,16,14,2,1100,9,1
2016,10,,SMU,,,15,0,1040,10,1
2016,10,540,West Virginia,3,64,14,1,867,11,1
2016,10,563,Providence,9,32,14,2,862,12,1
2016,10,542,Virginia,1,8,12,3,818,13,1
2016,10,577,Kentucky,4,32,12,3,698,14,1
2016,10,552,Texas A&M,3,16,13,2,668,15,1
2016,10,580,Iowa,7,32,12,3,656,16,1
2016,10,579,Iowa St.,4,16,12,3,555,17,1
2016,10,603,Arizona,6,64,13,3,537,18,1
2016,10,,South Carolina,,,15,0,527,19,1
2016,10,564,Pittsburgh,10,64,14,1,334,20,1
2016,10,,Louisville,,,13,3,330,21,1
2016,10,601,Baylor,5,64,12,3,325,22,1
2016,10,599,Butler,9,32,12,4,302,23,1
2016,10,562,Purdue,5,64,14,3,145,24,1
2016,10,587,Gonzaga,11,16,13,3,101,25,1
2016,10,547,USC,8,64,14,3,79,26,0
2016,10,582,Indiana,5,16,14,3,59,27,0
2016,10,,UCLA,,,11,6,21,28,0
2016,10,551,Texas Tech,8,64,11,3,10,29,0
2016,10,546,Utah,3,32,12,4,10,29,0
2016,10,,Saint Mary's,,,14,2,8,31,0
2016,10,539,Wichita St.,11,32,10,5,7,32,0
2016,10,566,Oregon,1,8,13,3,6,33,0
2016,10,,Valparaiso,,,13,3,6,33,0
2016,10,584,Hawaii,13,32,13,2,4,35,0
2016,10,,Akron,,,13,2,1,36,0
2016,10,592,Dayton,7,64,12,3,1,36,0
2016,10,565,Oregon St.,7,64,11,3,1,36,0
2016,10,,St. Bonaventure,,,11,3,1,36,0
2016,10,,Boise St.,,,12,4,0,40,0
2016,10,597,California,4,64,12,5,0,40,0
2016,10,595,Cincinnati,9,64,12,5,0,40,0
2016,10,593,Connecticut,9,32,11,4,0,40,0
2016,10,,George Washington,,,13,3,0,40,0
2016,10,,Houston,,,13,2,0,40,0
2016,10,576,Little Rock,12,32,14,1,0,40,0
2016,10,,Washington,,,11,4,0,40,0
2016,11,567,Oklahoma,2,4,15,1,1625,1,1
2016,11,570,North Carolina,1,2,16,2,1515,2,1
2016,11,578,Kansas,1,8,15,2,1499,3,1
2016,11,543,Villanova,2,1,16,2,1403,4,1
2016,11,537,Xavier,2,32,16,1,1321,5,1
2016,11,540,West Virginia,3,64,15,2,1278,6,1
2016,11,575,Maryland,5,16,16,2,1259,7,1
2016,11,,SMU,,,17,0,1179,8,1
2016,11,580,Iowa,7,32,14,3,1167,9,1
2016,11,552,Texas A&M,3,16,15,2,994,10,1
2016,11,572,Michigan St.,2,64,16,3,950,11,1
2016,11,603,Arizona,6,64,15,3,801,12,1
2016,11,601,Baylor,5,64,14,3,649,13,1
2016,11,542,Virginia,1,8,13,4,649,13,1
2016,11,574,Miami FL,3,16,13,3,645,15,1
2016,11,563,Providence,9,32,15,3,609,16,1
2016,11,,Louisville,,,14,3,608,17,1
2016,11,599,Butler,9,32,13,4,439,18,1
2016,11,579,Iowa St.,4,16,13,4,411,19,1
2016,11,591,Duke,4,16,14,4,375,20,1
2016,11,547,USC,8,64,15,3,338,21,1
2016,11,562,Purdue,5,64,15,3,322,22,1
2016,11,577,Kentucky,4,32,13,4,276,23,1
2016,11,,South Carolina,,,16,1,252,24,1
2016,11,582,Indiana,5,16,15,3,210,25,1
2016,11,564,Pittsburgh,10,64,15,2,184,26,0
2016,11,,Clemson,,,12,6,53,27,0
2016,11,539,Wichita St.,11,32,12,5,38,28,0
2016,11,,Valparaiso,,,15,3,30,29,0
2016,11,568,Notre Dame,6,8,12,5,14,30,0
2016,11,592,Dayton,7,64,14,3,9,31,0
2016,11,,Saint Mary's,,,15,2,8,32,0
2016,11,587,Gonzaga,11,16,14,4,5,33,0
2016,11,584,Hawaii,13,32,15,2,3,34,0
2016,11,546,Utah,3,32,13,5,3,34,0
2016,11,576,Little Rock,12,32,15,1,1,36,0
2016,11,,Monmouth,,,13,4,1,36,0
2016,11,,Navy,,,14,5,1,36,0
2016,11,566,Oregon,1,8,14,4,1,36,0
2016,11,597,California,4,64,12,6,0,40,0
2016,11,593,Connecticut,9,32,12,5,0,40,0
2016,11,,LSU,,,11,6,0,40,0
2016,11,573,Michigan,11,64,13,5,0,40,0
2016,11,560,Seton Hall,6,64,13,4,0,40,0
2016,11,,UAB,,,15,3,0,40,0
2016,11,,Washington,,,12,5,0,40,0
2016,12,567,Oklahoma,2,4,16,2,1592,1,1
2016,12,570,North Carolina,1,2,18,2,1586,2,1
2016,12,580,Iowa,7,32,16,3,1473,3,1
2016,12,578,Kansas,1,8,16,3,1369,4,1
2016,12,552,Texas A&M,3,16,17,2,1332,5,1
2016,12,543,Villanova,2,1,17,3,1261,6,1
2016,12,537,Xavier,2,32,17,2,1186,7,1
2016,12,575,Maryland,5,16,17,3,1111,8,1
2016,12,540,West Virginia,3,64,16,3,1105,9,1
2016,12,563,Providence,9,32,17,3,1005,10,1
2016,12,542,Virginia,1,8,15,4,903,11,1
2016,12,572,Michigan St.,2,64,17,4,869,12,1
2016,12,,SMU,,,18,1,838,13,1
2016,12,579,Iowa St.,4,16,15,4,792,14,1
2016,12,574,Miami FL,3,16,15,3,753,15,1
2016,12,,Louisville,,,16,3,719,16,1
2016,12,601,Baylor,5,64,15,4,594,17,1
2016,12,603,Arizona,6,64,16,4,502,18,1
2016,12,582,Indiana,5,16,17,3,466,19,1
2016,12,577,Kentucky,4,32,15,4,403,20,1
2016,12,562,Purdue,5,64,17,4,328,21,1
2016,12,539,Wichita St.,11,32,14,5,151,22,1
2016,12,566,Oregon,1,8,16,4,149,23,1
2016,12,591,Duke,4,16,15,5,145,24,1
2016,12,568,Notre Dame,6,8,14,5,136,25,1
2016,12,592,Dayton,7,64,16,3,77,26,0
2016,12,,South Carolina,,,17,2,74,27,0
2016,12,,Saint Mary's,,,17,2,42,28,0
2016,12,564,Pittsburgh,10,64,16,3,38,29,0
2016,12,547,USC,8,64,15,5,27,30,0
2016,12,599,Butler,9,32,13,6,26,31,0
2016,12,,Clemson,,,12,7,18,32,0
2016,12,544,VCU,10,32,15,5,17,33,0
2016,12,584,Hawaii,13,32,16,2,9,34,0
2016,12,,Valparaiso,,,17,4,9,34,0
2016,12,593,Connecticut,9,32,14,5,5,36,0
2016,12,546,Utah,3,32,15,5,5,36,0
2016,12,,UAB,,,17,3,4,38,0
2016,12,596,Chattanooga,12,64,17,3,2,39,0
2016,12,594,Colorado,8,64,15,5,1,40,0
2016,12,,Grand Canyon,,,18,2,1,40,0
2016,12,573,Michigan,11,64,15,5,1,40,0
2016,12,,Navy,,,15,5,1,40,0
2016,12,597,California,4,64,14,6,0,44,0
2016,12,587,Gonzaga,11,16,15,5,0,44,0
2016,12,576,Little Rock,12,32,17,2,0,44,0
2016,12,,LSU,,,12,7,0,44,0
2016,12,,Monmouth,,,15,5,0,44,0
2016,12,565,Oregon St.,7,64,12,6,0,44,0
2016,12,561,Saint Joseph's,8,32,16,3,0,44,0
2016,12,553,Texas,6,64,12,7,0,44,0
2016,12,,Washington,,,13,6,0,44,0
2016,13,567,Oklahoma,2,4,18,2,1605,1,1
2016,13,570,North Carolina,1,2,19,2,1578,2,1
2016,13,543,Villanova,2,1,18,3,1384,3,1
2016,13,575,Maryland,5,16,19,3,1366,4,1
2016,13,580,Iowa,7,32,17,4,1362,5,1
2016,13,537,Xavier,2,32,19,2,1344,6,1
2016,13,578,Kansas,1,8,17,4,1233,7,1
2016,13,552,Texas A&M,3,16,18,3,1169,8,1
2016,13,542,Virginia,1,8,17,4,1086,9,1
2016,13,572,Michigan St.,2,64,19,4,1018,10,1
2016,13,563,Providence,9,32,18,4,900,11,1
2016,13,,SMU,,,19,1,853,12,1
2016,13,579,Iowa St.,4,16,16,5,851,13,1
2016,13,540,West Virginia,3,64,17,4,814,14,1
2016,13,601,Baylor,5,64,17,4,728,15,1
2016,13,566,Oregon,1,8,18,4,551,16,1
2016,13,574,Miami FL,3,16,16,4,537,17,1
2016,13,562,Purdue,5,64,19,4,511,18,1
2016,13,,Louisville,,,17,4,478,19,1
2016,13,577,Kentucky,4,32,16,5,429,20,1
2016,13,539,Wichita St.,11,32,16,5,323,21,1
2016,13,582,Indiana,5,16,18,4,270,22,1
2016,13,603,Arizona,6,64,17,5,245,23,1
2016,13,592,Dayton,7,64,18,3,168,24,1
2016,13,,South Carolina,,,19,2,87,25,1
2016,13,,Saint Mary's,,,18,2,63,26,0
2016,13,547,USC,8,64,17,5,40,27,0
2016,13,546,Utah,3,32,17,5,33,28,0
2016,13,544,VCU,10,32,16,5,33,28,0
2016,13,573,Michigan,11,64,17,5,21,30,0
2016,13,568,Notre Dame,6,8,15,6,21,30,0
2016,13,,Valparaiso,,,19,4,7,32,0
2016,13,591,Duke,4,16,15,6,6,33,0
2016,13,564,Pittsburgh,10,64,17,4,4,34,0
2016,13,,Florida,,,14,7,3,35,0
2016,13,561,Saint Joseph's,8,32,18,3,1,36,0
2016,13,,San Diego St.,,,16,6,1,36,0
2016,13,556,Stony Brook,13,64,17,4,1,36,0
2016,13,553,Texas,6,64,14,7,1,36,0
2016,13,599,Butler,9,32,14,7,0,40,0
2016,13,597,California,4,64,14,8,0,40,0
2016,13,,Clemson,,,13,8,0,40,0
2016,13,587,Gonzaga,11,16,17,5,0,40,0
2016,13,,Monmouth,,,17,5,0,40,0
2016,13,560,Seton Hall,6,64,15,6,0,40,0
2016,13,,UAB,,,18,4,0,40,0
2016,13,,Washington,,,14,7,0,40,0
2016,14,543,Villanova,2,1,20,3,1566,1,1
2016,14,575,Maryland,5,16,21,3,1499,2,1
2016,14,567,Oklahoma,2,4,19,3,1472,3,1
2016,14,580,Iowa,7,32,19,4,1471,4,1
2016,14,537,Xavier,2,32,21,2,1382,5,1
2016,14,578,Kansas,1,8,19,4,1311,6,1
2016,14,542,Virginia,1,8,19,4,1223,7,1
2016,14,572,Michigan St.,2,64,20,4,1144,8,1
2016,14,570,North Carolina,1,2,19,4,1136,9,1
2016,14,540,West Virginia,3,64,19,4,1082,10,1
2016,14,566,Oregon,1,8,20,4,905,11,1
2016,14,574,Miami FL,3,16,18,4,826,12,1
2016,14,,Louisville,,,19,4,819,13,1
2016,14,579,Iowa St.,4,16,17,6,781,14,1
2016,14,552,Texas A&M,3,16,18,5,663,15,1
2016,14,,SMU,,,20,2,593,16,1
2016,14,603,Arizona,6,64,19,5,497,17,1
2016,14,562,Purdue,5,64,19,5,456,18,1
2016,14,592,Dayton,7,64,19,3,413,19,1
2016,14,563,Providence,9,32,18,6,349,20,1
2016,14,601,Baylor,5,64,17,6,333,21,1
2016,14,577,Kentucky,4,32,17,6,228,22,1
2016,14,547,USC,8,64,18,5,225,23,1
2016,14,553,Texas,6,64,16,7,199,24,1
2016,14,539,Wichita St.,11,32,17,6,132,25,1
2016,14,,South Carolina,,,20,3,128,26,0
2016,14,582,Indiana,5,16,19,5,91,27,0
2016,14,568,Notre Dame,6,8,16,7,75,28,0
2016,14,,San Diego St.,,,18,6,22,29,0
2016,14,591,Duke,4,16,17,6,14,30,0
2016,14,560,Seton Hall,6,64,17,6,14,30,0
2016,14,587,Gonzaga,11,16,19,5,10,32,0
2016,14,,LSU,,,15,8,10,32,0
2016,14,544,VCU,10,32,17,6,10,32,0
2016,14,,Valparaiso,,,20,4,9,35,0
2016,14,556,Stony Brook,13,64,19,4,8,36,0
2016,14,,Saint Mary's,,,19,3,6,37,0
2016,14,561,Saint Joseph's,8,32,19,4,5,38,0
2016,14,548,UNC Wilmington,13,64,18,5,4,39,0
2016,14,584,Hawaii,13,32,18,3,3,40,0
2016,14,546,Utah,3,32,17,7,3,40,0
2016,14,596,Chattanooga,12,64,21,3,2,42,0
2016,14,593,Connecticut,9,32,17,6,2,42,0
2016,14,,George Washington,,,18,5,2,42,0
2016,14,573,Michigan,11,64,17,7,1,45,0
2016,14,,Monmouth,,,19,5,1,45,0
2016,14,597,California,4,64,15,8,0,47,0
2016,14,,Clemson,,,14,9,0,47,0
2016,14,576,Little Rock,12,32,21,2,0,47,0
2016,14,564,Pittsburgh,10,64,17,5,0,47,0
2016,15,543,Villanova,2,1,22,3,1601,1,1
2016,15,578,Kansas,1,8,21,4,1578,2,1
2016,15,567,Oklahoma,2,4,20,4,1471,3,1
2016,15,580,Iowa,7,32,20,5,1349,4,1
2016,15,570,North Carolina,1,2,21,4,1343,5,1
2016,15,575,Maryland,5,16,22,4,1248,6,1
2016,15,542,Virginia,1,8,20,5,1188,7,1
2016,15,572,Michigan St.,2,64,21,5,1174,8,1
2016,15,537,Xavier,2,32,22,3,1174,8,1
2016,15,540,West Virginia,3,64,20,5,1094,10,1
2016,15,574,Miami FL,3,16,20,4,1036,11,1
2016,15,603,Arizona,6,64,21,5,823,12,1
2016,15,579,Iowa St.,4,16,18,7,742,13,1
2016,15,577,Kentucky,4,32,19,6,692,14,1
2016,15,592,Dayton,7,64,21,3,681,15,1
2016,15,566,Oregon,1,8,20,6,529,16,1
2016,15,562,Purdue,5,64,20,6,497,17,1
2016,15,,Louisville,,,19,6,494,18,1
2016,15,568,Notre Dame,6,8,18,7,489,19,1
2016,15,591,Duke,4,16,19,6,462,20,1
2016,15,,SMU,,,21,3,441,21,1
2016,15,582,Indiana,5,16,20,6,232,22,1
2016,15,563,Providence,9,32,19,7,125,23,1
2016,15,553,Texas,6,64,16,9,123,24,1
2016,15,601,Baylor,5,64,18,7,97,25,1
2016,15,552,Texas A&M,3,16,18,7,90,26,0
2016,15,546,Utah,3,32,19,7,75,27,0
2016,15,561,Saint Joseph's,8,32,21,4,57,28,0
2016,15,538,Wisconsin,7,16,16,9,47,29,0
2016,15,,South Carolina,,,21,4,39,30,0
2016,15,547,USC,8,64,18,7,38,31,0
2016,15,573,Michigan,11,64,19,7,17,32,0
2016,15,555,Syracuse,10,4,18,8,17,32,0
2016,15,539,Wichita St.,11,32,18,7,14,34,0
2016,15,556,Stony Brook,13,64,22,4,13,35,0
2016,15,,Monmouth,,,21,5,10,36,0
2016,15,597,California,4,64,17,8,8,37,0
2016,15,584,Hawaii,13,32,20,3,5,38,0
2016,15,548,UNC Wilmington,13,64,20,5,4,39,0
2016,15,,San Diego St.,,,19,7,3,40,0
2016,15,536,Yale,12,32,17,5,3,40,0
2016,15,595,Cincinnati,9,64,19,7,2,42,0
2016,15,,Florida,,,16,9,0,43,0
2016,15,587,Gonzaga,11,16,20,6,0,43,0
2016,15,,LSU,,,16,9,0,43,0
2016,15,564,Pittsburgh,10,64,17,7,0,43,0
2016,15,,Saint Mary's,,,20,4,0,43,0
2016,15,560,Seton Hall,6,64,17,7,0,43,0
2016,15,551,Texas Tech,8,64,15,9,0,43,0
2016,16,543,Villanova,2,1,24,3,1604,1,1
2016,16,578,Kansas,1,8,23,4,1580,2,1
2016,16,567,Oklahoma,2,4,21,5,1393,3,1
2016,16,542,Virginia,1,8,21,5,1393,3,1
2016,16,537,Xavier,2,32,24,3,1368,5,1
2016,16,572,Michigan St.,2,64,22,5,1346,6,1
2016,16,570,North Carolina,1,2,22,5,1241,7,1
2016,16,580,Iowa,7,32,20,6,1144,8,1
2016,16,603,Arizona,6,64,22,5,1028,9,1
2016,16,575,Maryland,5,16,23,5,976,10,1
2016,16,,Louisville,,,21,6,902,11,1
2016,16,574,Miami FL,3,16,21,5,851,12,1
2016,16,566,Oregon,1,8,21,6,842,13,1
2016,16,540,West Virginia,3,64,20,7,772,14,1
2016,16,591,Duke,4,16,20,7,674,15,1
2016,16,577,Kentucky,4,32,20,7,627,16,1
2016,16,579,Iowa St.,4,16,19,8,616,17,1
2016,16,582,Indiana,5,16,22,6,571,18,1
2016,16,601,Baylor,5,64,20,7,521,19,1
2016,16,562,Purdue,5,64,21,7,357,20,1
2016,16,552,Texas A&M,3,16,20,7,283,21,1
2016,16,546,Utah,3,32,21,7,253,22,1
2016,16,568,Notre Dame,6,8,18,8,185,23,1
2016,16,,SMU,,,22,4,154,24,1
2016,16,553,Texas,6,64,17,10,104,25,1
2016,16,592,Dayton,7,64,21,5,80,26,0
2016,16,563,Providence,9,32,19,8,48,27,0
2016,16,597,California,4,64,19,8,34,28,0
2016,16,539,Wichita St.,11,32,21,7,33,29,0
2016,16,551,Texas Tech,8,64,17,9,31,30,0
2016,16,538,Wisconsin,7,16,17,10,27,31,0
2016,16,561,Saint Joseph's,8,32,22,5,20,32,0
2016,16,544,VCU,10,32,20,7,19,33,0
2016,16,584,Hawaii,13,32,22,3,12,34,0
2016,16,,South Carolina,,,22,5,12,34,0
2016,16,,Saint Mary's,,,22,4,10,36,0
2016,16,595,Cincinnati,9,64,20,8,3,37,0
2016,16,,Valparaiso,,,24,5,3,37,0
2016,16,,San Diego St.,,,20,7,2,39,0
2016,16,547,USC,8,64,19,8,2,39,0
2016,16,593,Connecticut,9,32,19,8,1,41,0
2016,16,576,Little Rock,12,32,24,3,1,41,0
2016,16,557,Stephen F. Austin,14,32,20,5,1,41,0
2016,16,,UAB,,,22,5,1,41,0
2016,16,,LSU,,,16,11,0,45,0
2016,16,573,Michigan,11,64,19,9,0,45,0
2016,16,564,Pittsburgh,10,64,19,7,0,45,0
2016,16,560,Seton Hall,6,64,19,7,0,45,0
2016,16,,St. Bonaventure,,,18,7,0,45,0
2016,17,578,Kansas,1,8,25,4,1623,1,1
2016,17,572,Michigan St.,2,64,24,5,1510,2,1
2016,17,543,Villanova,2,1,25,4,1479,3,1
2016,17,542,Virginia,1,8,22,6,1405,4,1
2016,17,537,Xavier,2,32,25,4,1356,5,1
2016,17,567,Oklahoma,2,4,22,6,1297,6,1
2016,17,574,Miami FL,3,16,23,5,1211,7,1
2016,17,570,North Carolina,1,2,23,6,1205,8,1
2016,17,566,Oregon,1,8,23,6,1065,9,1
2016,17,540,West Virginia,3,64,22,7,1056,10,1
2016,17,,Louisville,,,22,7,822,11,1
2016,17,582,Indiana,5,16,23,6,819,12,1
2016,17,546,Utah,3,32,23,7,751,13,1
2016,17,575,Maryland,5,16,23,6,733,14,1
2016,17,562,Purdue,5,64,22,7,613,15,1
2016,17,580,Iowa,7,32,20,8,572,16,1
2016,17,591,Duke,4,16,21,8,495,17,1
2016,17,603,Arizona,6,64,22,7,450,18,1
2016,17,601,Baylor,5,64,21,8,447,19,1
2016,17,552,Texas A&M,3,16,22,7,419,20,1
2016,17,579,Iowa St.,4,16,20,9,413,21,1
2016,17,577,Kentucky,4,32,21,8,405,22,1
2016,17,553,Texas,6,64,19,10,338,23,1
2016,17,,SMU,,,24,4,196,24,1
2016,17,597,California,4,64,21,8,178,25,1
2016,17,538,Wisconsin,7,16,19,10,93,26,0
2016,17,560,Seton Hall,6,64,21,7,60,27,0
2016,17,539,Wichita St.,11,32,23,7,43,28,0
2016,17,561,Saint Joseph's,8,32,24,5,29,29,0
2016,17,568,Notre Dame,6,8,19,9,14,30,0
2016,17,551,Texas Tech,8,64,18,10,12,31,0
2016,17,595,Cincinnati,9,64,21,8,4,32,0
2016,17,,Saint Mary's,,,24,4,3,33,0
2016,17,545,Vanderbilt,11,68,18,11,3,33,0
2016,17,576,Little Rock,12,32,26,3,2,35,0
2016,17,,Valparaiso,,,26,5,2,35,0
2016,17,592,Dayton,7,64,22,6,1,37,0
2016,17,557,Stephen F. Austin,14,32,22,5,1,37,0
2016,17,594,Colorado,8,64,21,9,0,39,0
2016,17,564,Pittsburgh,10,64,20,8,0,39,0
2016,17,563,Providence,9,32,20,9,0,39,0
2016,17,,South Carolina,,,23,6,0,39,0
2016,17,,St. Bonaventure,,,20,7,0,39,0
2016,18,578,Kansas,1,8,27,4,1623,1,1
2016,18,572,Michigan St.,2,64,26,5,1520,2,1
2016,18,543,Villanova,2,1,27,4,1480,3,1
2016,18,542,Virginia,1,8,24,6,1424,4,1
2016,18,537,Xavier,2,32,26,4,1351,5,1
2016,18,567,Oklahoma,2,4,24,6,1309,6,1
2016,18,570,North Carolina,1,2,25,6,1252,7,1
2016,18,566,Oregon,1,8,25,6,1127,8,1
2016,18,540,West Virginia,3,64,24,7,1113,9,1
2016,18,582,Indiana,5,16,25,6,1038,10,1
2016,18,574,Miami FL,3,16,24,6,935,11,1
2016,18,546,Utah,3,32,24,7,898,12,1
2016,18,562,Purdue,5,64,24,7,798,13,1
2016,18,,Louisville,,,23,8,647,14,1
2016,18,603,Arizona,6,64,24,7,626,15,1
2016,18,577,Kentucky,4,32,23,8,608,16,1
2016,18,552,Texas A&M,3,16,24,7,574,17,1
2016,18,575,Maryland,5,16,24,7,544,18,1
2016,18,591,Duke,4,16,22,9,512,19,1
2016,18,580,Iowa,7,32,21,9,407,20,1
2016,18,579,Iowa St.,4,16,21,10,374,21,1
2016,18,601,Baylor,5,64,21,10,262,22,1
2016,18,553,Texas,6,64,20,11,191,23,1
2016,18,597,California,4,64,22,9,189,24,1
2016,18,,SMU,,,25,5,88,25,1
2016,18,538,Wisconsin,7,16,20,11,62,26,0
2016,18,592,Dayton,7,64,24,6,35,27,0
2016,18,,Saint Mary's,,,26,4,33,28,0
2016,18,560,Seton Hall,6,64,22,8,28,29,0
2016,18,557,Stephen F. Austin,14,32,25,5,9,30,0
2016,18,599,Butler,9,32,21,9,8,31,0
2016,18,563,Providence,9,32,22,9,8,31,0
2016,18,,Valparaiso,,,26,5,7,33,0
2016,18,536,Yale,12,32,22,6,7,33,0
2016,18,595,Cincinnati,9,64,22,9,6,35,0
2016,18,,St. Bonaventure,,,22,7,6,35,0
2016,18,587,Gonzaga,11,16,24,7,5,37,0
2016,18,,Akron,,,24,7,4,38,0
2016,18,554,Temple,10,64,20,10,4,38,0
2016,18,568,Notre Dame,6,8,20,10,3,40,0
2016,18,,San Diego St.,,,23,8,3,40,0
2016,18,,UAB,,,26,5,2,42,0
2016,18,569,Northern Iowa,11,32,22,12,1,43,0
2016,18,,South Carolina,,,24,7,1,43,0
2016,18,559,South Dakota St.,12,64,24,7,1,43,0
2016,18,551,Texas Tech,8,64,19,11,1,43,0
2016,18,539,Wichita St.,11,32,24,8,1,43,0
2016,18,561,Saint Joseph's,8,32,24,7,0,48,0
2016,19,578,Kansas,1,8,30,4,1623,1,1
2016,19,572,Michigan St.,2,64,29,5,1552,2,1
2016,19,570,North Carolina,1,2,28,6,1488,3,1
2016,19,542,Virginia,1,8,26,7,1384,4,1
2016,19,566,Oregon,1,8,28,6,1371,5,1
2016,19,543,Villanova,2,1,29,5,1283,6,1
2016,19,567,Oklahoma,2,4,25,7,1215,7,1
2016,19,540,West Virginia,3,64,26,8,1193,8,1
2016,19,537,Xavier,2,32,27,5,1127,9,1
2016,19,577,Kentucky,4,32,26,8,920,10,1
2016,19,574,Miami FL,3,16,25,7,920,10,1
2016,19,562,Purdue,5,64,26,8,873,12,1
2016,19,546,Utah,3,32,26,8,870,13,1
2016,19,582,Indiana,5,16,25,7,828,14,1
2016,19,552,Texas A&M,3,16,26,8,682,15,1
2016,19,,Louisville,,,23,8,585,16,1
2016,19,603,Arizona,6,64,25,8,559,17,1
2016,19,575,Maryland,5,16,25,8,489,18,1
2016,19,591,Duke,4,16,23,10,383,19,1
2016,19,560,Seton Hall,6,64,25,8,374,20,1
2016,19,601,Baylor,5,64,22,11,347,21,1
2016,19,579,Iowa St.,4,16,21,11,317,22,1
2016,19,597,California,4,64,23,10,270,23,1
2016,19,,SMU,,,25,5,84,24,1
2016,19,580,Iowa,7,32,21,10,82,25,1
2016,19,553,Texas,6,64,20,12,69,26,0
2016,19,568,Notre Dame,6,8,21,11,61,27,0
2016,19,561,Saint Joseph's,8,32,27,7,60,28,0
2016,19,593,Connecticut,9,32,24,10,34,29,0
2016,19,557,Stephen F. Austin,14,32,27,5,12,30,0
2016,19,592,Dayton,7,64,25,7,11,31,0
2016,19,539,Wichita St.,11,32,24,8,9,32,0
2016,19,538,Wisconsin,7,16,20,12,9,32,0
2016,19,587,Gonzaga,11,16,26,7,8,34,0
2016,19,576,Little Rock,12,32,29,4,5,35,0
2016,19,563,Providence,9,32,23,10,4,36,0
2016,19,599,Butler,9,32,21,10,3,37,0
2016,19,595,Cincinnati,9,64,22,10,3,37,0
2016,19,,Monmouth,,,27,7,3,37,0
2016,19,,Saint Mary's,,,27,5,3,37,0
2016,19,,Valparaiso,,,26,6,3,37,0
