YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R PACE RANK,R PACE,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM,STREM RANK 2
2016,569,Northern Iowa,11,32,69,0.7664,72,0.8525,120,107.6,47,97.1,76,10.5,346,62.4,98,0.6539,177,74.72,142,96.67,102,66,-21.95,159
2016,568,Notre Dame,6,8,48,0.7985,63,0.8574,10,119.3,134,102.9,38,16.4,315,65,17,0.7424,20,93.7,232,102.74,128,34,-9.04,83
2016,567,Oklahoma,2,4,6,0.9147,8,0.9471,18,117.8,10,92.6,9,25.2,84,69.9,2,0.7764,11,98.06,4,78.41,5,10,19.65,3
2016,566,Oregon,1,8,18,0.8675,19,0.9195,8,120.5,40,96.5,11,24,162,68.1,29,0.734,10,99.43,39,86.68,19,14,12.75,11
2016,565,Oregon St.,7,64,60,0.777,71,0.8525,72,111.1,57,98.2,61,12.9,215,67.3,22,0.7365,84,84.25,64,90.08,56,60,-5.83,66
2016,564,Pittsburgh,10,64,31,0.838,32,0.8963,28,115.5,66,98.8,34,16.7,295,65.6,34,0.7279,44,88.61,113,94.33,69,35,-5.72,65
2016,563,Providence,9,32,41,0.8155,35,0.894,91,109.9,35,95.9,55,14,144,68.5,44,0.7244,94,83.48,30,84.64,36,53,-1.16,49
2016,562,Purdue,5,64,7,0.9109,6,0.9525,17,118,9,92.3,8,25.7,197,67.6,53,0.713,27,92.94,17,82.29,7,9,10.65,14
2016,561,Saint Joseph's,8,32,29,0.8385,18,0.9199,34,114.3,70,99.1,41,15.2,64,70.5,87,0.6675,35,90.69,47,88.22,45,47,2.47,34
2016,560,Seton Hall,6,64,23,0.8588,11,0.9319,56,112.2,17,93.6,29,18.6,94,69.6,39,0.7258,51,87.77,8,80.91,12,33,6.86,21
2016,559,South Dakota St.,12,64,78,0.7489,80,0.848,83,110.3,110,101.4,85,8.9,153,68.3,165,0.5921,83,84.29,112,94.22,93,79,-9.93,92
2016,558,Southern,16,68,234,0.5051,223,0.6772,238,100.3,210,107,235,-6.7,115,69.1,341,0.4481,235,70.74,192,100.49,203,222,-29.75,211
2016,557,Stephen F. Austin,14,32,62,0.7738,70,0.8533,70,111.3,39,96.4,45,14.9,207,67.5,321,0.4854,66,85.71,40,87.23,37,45,-1.52,51
2016,556,Stony Brook,13,64,83,0.7454,88,0.8391,135,106.9,68,99,99,7.9,237,67,271,0.5294,145,78.09,90,92.2,86,91,-14.11,111
2016,555,Syracuse,10,4,36,0.8177,47,0.8796,64,111.6,28,95.2,38,16.4,313,65.1,33,0.7289,115,80.9,66,90.29,49,36,-9.39,88
2016,554,Temple,10,64,89,0.7378,95,0.8244,138,106.7,55,98,88,8.7,269,66.1,76,0.6843,174,75.03,104,93.41,94,90,-18.38,137
2016,553,Texas,6,64,33,0.8305,39,0.8861,47,112.9,28,95.2,32,17.7,305,65.3,1,0.7817,74,85.19,49,88.31,34,31,-3.12,56
2016,552,Texas A&M,3,16,13,0.8754,13,0.9304,33,114.5,8,92,17,22.5,250,66.5,42,0.7251,43,89.12,14,81.63,9,17,7.49,19
2016,551,Texas Tech,8,64,55,0.7905,42,0.8847,36,114.2,70,99.1,42,15.1,274,66,8,0.7589,61,86.74,103,93.4,67,42,-6.66,70
2016,550,Tulsa,11,68,87,0.7404,101,0.8177,62,111.9,85,99.8,63,12.1,144,68.5,74,0.6858,67,85.59,75,91.21,62,62,-5.62,64
2016,549,UNC Asheville,15,64,140,0.6515,105,0.8131,178,103.6,79,99.6,122,4,71,70.3,266,0.5312,170,75.57,56,88.93,86,125,-13.36,107
2016,548,UNC Wilmington,13,64,88,0.7402,59,0.8606,83,110.3,107,101.2,83,9.1,81,70.1,146,0.6133,70,85.42,74,91.03,72,84,-5.61,63
2016,547,USC,8,64,46,0.8045,45,0.8808,31,114.7,78,99.4,40,15.3,46,71.2,27,0.7347,18,94.56,35,85.75,37,50,8.81,17
2016,546,Utah,3,32,34,0.8303,43,0.8823,27,116.1,45,97,28,19.1,305,65.3,46,0.7231,39,90.04,69,90.55,48,29,-0.51,45
2016,545,Vanderbilt,11,68,16,0.8697,17,0.9199,29,115.1,21,94.5,24,20.6,188,67.8,24,0.7355,36,90.64,25,83.75,18,25,6.89,20
2016,544,VCU,10,32,35,0.826,36,0.8925,69,111.4,22,94.8,36,16.6,102,69.4,90,0.6627,64,86.11,22,83.22,22,37,2.89,31
2016,543,Villanova,2,1,2,0.9478,4,0.9673,14,118.8,7,91.6,5,27.2,245,66.7,21,0.7372,16,94.74,11,81.31,6,5,13.43,9
2016,542,Virginia,1,8,8,0.9079,9,0.9402,9,119.9,3,90.1,3,29.8,351,60.8,6,0.767,47,88.41,59,89.33,23,1,-0.92,47
2016,541,Weber St.,15,64,131,0.6554,128,0.7873,189,103.1,107,101.2,143,1.9,228,67.1,299,0.5123,191,73.54,107,93.78,121,140,-20.24,147
2016,540,West Virginia,3,64,5,0.9307,3,0.9711,23,117.2,6,90.5,6,26.7,97,69.5,10,0.7565,14,95.87,1,76.33,2,7,19.54,4
2016,539,Wichita St.,11,32,19,0.8645,23,0.9066,56,112.2,4,90.2,19,22,274,66,115,0.6417,98,82.63,15,81.8,9,16,0.83,43
2016,538,Wisconsin,7,16,43,0.8115,56,0.8671,63,111.8,22,94.8,33,17,341,63.4,26,0.735,123,80.06,84,91.74,53,32,-11.68,102
2016,537,Xavier,2,32,9,0.9054,7,0.9505,16,118.4,36,96,18,22.4,28,72.1,23,0.7361,9,99.82,7,80.74,8,21,19.08,5
2016,536,Yale,12,32,57,0.7883,34,0.8944,93,109.5,30,95.4,53,14.1,274,66,198,0.5753,120,80.32,46,88.2,45,48,-7.88,75
2015,535,Albany,14,64,128,0.6653,104,0.8046,127,105.6,152,103,137,2.6,317,60.8,320,0.497,182,69.38,238,109.32,182,132,-39.94,221
2015,534,Arizona,2,8,4,0.9371,4,0.9624,12,119.2,3,85.5,3,33.7,87,65.7,51,0.7095,13,93.43,1,74.39,2,4,19.04,1
2015,533,Arkansas,5,32,28,0.8413,26,0.9079,16,115.9,73,98.1,29,17.8,11,69.2,52,0.7093,14,92.9,21,87.24,21,35,5.66,11
2015,532,Baylor,3,64,11,0.8876,11,0.9447,13,117.7,19,93.3,13,24.4,301,61.4,8,0.757,25,86.06,42,91.19,20,10,-5.13,23
2015,531,Belmont,15,64,157,0.6113,187,0.7169,69,109.2,242,108,149,1.2,59,66.5,237,0.5447,52,80.34,194,105.66,170,152,-25.32,110
2015,530,Boise St.,11,68,56,0.7805,54,0.8672,49,111.9,63,97.3,46,14.6,244,62.9,161,0.5959,72,77.87,104,98.13,67,41,-20.26,74
2015,529,Buffalo,12,64,54,0.7833,35,0.8935,47,112.1,94,99.5,57,12.6,19,68.6,122,0.6219,29,85.38,36,90.59,45,61,-5.21,25
2015,528,Butler,6,32,21,0.8552,15,0.9297,60,110.8,9,90.8,22,20,236,63,29,0.7316,61,78.93,10,84.31,11,21,-5.38,27
2015,527,BYU,11,68,25,0.851,22,0.9155,9,120.4,139,102,28,18.4,6,69.8,69,0.6954,4,99.24,60,93.29,41,29,5.95,10
2015,526,Cincinnati,8,32,49,0.7932,48,0.873,83,108.1,21,93.4,43,14.7,341,59.3,94,0.6522,176,69.74,91,96.84,55,36,-27.1,120
2015,525,Coastal Carolina,16,64,137,0.6436,135,0.7751,138,105,169,104,152,1,179,63.8,325,0.4899,128,71.98,170,103.91,153,147,-31.93,153
2015,524,Davidson,10,64,41,0.8086,28,0.9051,8,120.8,162,103.5,30,17.3,59,66.5,105,0.6434,5,97.62,124,99.85,71,31,-2.23,19
2015,523,Dayton,11,32,66,0.7659,71,0.847,71,109.1,39,95,49,14.1,215,63.3,98,0.6474,86,76.47,39,90.86,35,43,-14.39,53
2015,522,Duke,1,1,2,0.9537,3,0.9678,2,125.3,33,94.7,6,30.6,96,65.6,20,0.7369,1,102.78,24,87.64,11,7,15.14,3
2015,521,Eastern Washington,13,64,125,0.6665,110,0.8012,46,112.2,291,110.2,142,2,24,68.1,262,0.5297,24,86.09,210,106.65,171,137,-20.56,76
2015,520,Georgetown,4,32,22,0.8536,24,0.9138,36,113.4,21,93.4,22,20,179,63.8,5,0.761,38,82.83,26,88.17,18,22,-5.34,26
2015,519,Georgia,10,64,38,0.8111,40,0.8904,67,109.6,26,93.7,36,15.9,196,63.6,24,0.736,74,77.7,28,88.84,28,38,-11.14,40
2015,518,Georgia St.,14,32,68,0.7598,70,0.8473,64,109.9,105,100.1,73,9.8,258,62.6,226,0.5469,66,78.47,118,99.66,95,73,-21.19,79
2015,517,Gonzaga,2,8,6,0.9222,7,0.9589,6,122.2,17,93,7,29.2,155,64.3,76,0.6827,8,96.55,19,86.9,10,6,9.65,8
2015,516,Hampton,16,64,274,0.4534,281,0.5951,298,96.1,198,105.5,272,-9.4,16,68.8,338,0.4649,261,63.77,109,98.46,180,259,-34.69,174
2015,515,Harvard,13,64,95,0.7128,125,0.7898,178,103,35,94.9,85,8.1,309,61.1,148,0.6022,226,65.62,80,95.58,73,77,-29.96,137
2015,514,Indiana,10,64,43,0.8037,49,0.8722,10,119.7,182,104.9,42,14.8,76,66,60,0.7047,10,95.13,165,103.27,104,48,-8.14,36
2015,513,Iowa,7,32,18,0.8646,19,0.9205,31,113.9,30,94.5,23,19.4,207,63.4,42,0.7171,39,82.75,38,90.85,25,24,-8.1,35
2015,512,Iowa St.,3,64,13,0.8851,13,0.9316,7,121.3,62,97,14,24.3,10,69.3,12,0.752,2,100.86,16,86.64,13,17,14.22,4
2015,511,Kansas,2,32,12,0.8861,25,0.9131,22,115,8,90.4,12,24.6,53,66.8,1,0.7939,23,87.22,5,80.95,4,12,6.27,9
2015,510,Kentucky,1,4,1,0.9933,1,0.9973,5,122.3,2,83.9,1,38.4,270,62.2,23,0.7366,12,93.91,2,74.88,1,1,19.03,2
2015,509,Lafayette,16,64,179,0.5793,192,0.7092,47,112.1,336,114.7,190,-2.6,155,64.3,252,0.5371,42,82.05,341,121.77,269,187,-39.72,218
2015,508,Louisville,4,8,15,0.8765,31,0.899,74,109,6,88,19,21,135,64.8,19,0.7373,70,78.13,4,78.25,9,20,-0.12,15
2015,507,LSU,9,64,36,0.814,37,0.892,65,109.8,43,95.2,46,14.6,12,69.1,67,0.6973,40,82.47,8,83.45,24,52,-0.98,18
2015,506,Manhattan,16,68,149,0.6251,166,0.7341,192,102.5,129,101.7,154,0.8,32,67.4,219,0.549,163,70.59,72,95.09,109,155,-24.5,102
2015,505,Maryland,4,32,30,0.8309,32,0.8982,54,111.1,30,94.5,32,16.6,190,63.7,44,0.716,54,79.97,33,90.08,26,32,-10.11,38
2015,504,Michigan St.,7,4,17,0.8711,21,0.9179,14,116.9,39,95,16,21.9,244,62.9,27,0.7325,34,84.91,57,92.59,32,16,-7.68,33
2015,503,Mississippi,11,64,39,0.8094,42,0.8845,20,115.1,105,100.1,40,15,85,65.8,46,0.7137,22,87.37,78,95.45,51,42,-8.08,34
2015,502,New Mexico St.,15,64,110,0.6955,119,0.7939,112,106.4,97,99.6,97,6.8,236,63,292,0.5146,139,71.62,134,100.71,108,92,-29.09,131
2015,501,North Carolina,4,16,7,0.9138,8,0.9516,11,119.6,28,94.4,10,25.2,12,69.1,2,0.7782,7,96.55,7,82.88,8,15,13.67,5
2015,500,North Carolina St.,8,16,34,0.8171,39,0.8911,28,114.2,75,98.2,35,16,179,63.8,15,0.7449,37,83.79,87,96.19,53,37,-12.4,44
2015,499,North Dakota St.,15,64,176,0.5824,189,0.7124,208,101.8,129,101.7,160,0.1,323,60.4,290,0.5175,245,64.76,212,106.66,181,157,-41.9,234
2015,498,North Florida,16,68,153,0.6168,147,0.7655,93,107.5,192,105.3,141,2.2,55,66.7,329,0.4883,62,78.85,150,101.64,136,140,-22.79,92
2015,497,Northeastern,14,64,108,0.6999,97,0.8136,91,107.6,158,103.3,124,4.3,229,63.1,158,0.5965,104,73.95,179,104.74,141,118,-30.79,143
2015,496,Northern Iowa,5,32,20,0.8621,14,0.9311,25,114.7,24,93.6,18,21.1,348,58,120,0.6233,88,76.14,132,100.4,66,11,-24.26,99
2015,495,Notre Dame,3,8,14,0.8837,10,0.9469,2,125.3,105,100.1,10,25.2,207,63.4,73,0.6875,3,99.57,122,99.75,60,9,-0.18,16
2015,494,Ohio St.,10,32,23,0.8519,30,0.9037,17,115.8,27,94,17,21.8,111,65.3,58,0.7068,20,88.02,20,87.2,15,19,0.82,13
2015,493,Oklahoma,3,16,10,0.8947,12,0.9422,43,112.7,5,87.7,11,25,47,67,14,0.7483,30,85.17,3,75.38,4,14,9.79,7
2015,492,Oklahoma St.,9,64,48,0.7938,58,0.8642,50,111.8,47,95.3,33,16.5,253,62.7,17,0.7419,53,80.23,48,92.02,34,30,-11.79,42
2015,491,Oregon,8,32,53,0.7845,56,0.865,19,115.2,120,101.3,51,13.9,74,66.1,39,0.7196,17,88.79,76,95.45,59,54,-6.66,32
2015,490,Providence,6,64,24,0.8511,16,0.928,35,113.6,43,95.2,28,18.4,127,65,6,0.7596,36,83.85,31,89.45,23,28,-5.6,28
2015,489,Purdue,9,64,33,0.8177,34,0.8948,57,110.9,56,96.4,47,14.5,171,63.9,57,0.7075,55,79.89,56,92.59,46,44,-12.7,47
2015,488,Robert Morris,16,64,193,0.5594,202,0.6997,197,102.2,166,103.9,178,-1.7,127,65,274,0.5255,173,69.88,141,100.95,158,183,-31.07,146
2015,487,San Diego St.,8,32,42,0.807,46,0.8731,160,103.9,4,87.6,34,16.3,336,59.9,95,0.6506,224,65.67,14,86.04,16,27,-20.37,75
2015,486,SMU,6,64,31,0.8292,38,0.8915,33,113.8,47,95.3,26,18.5,236,63,96,0.6497,47,81.13,63,93.54,38,23,-12.41,45
2015,485,St. John's,9,64,29,0.8319,27,0.9065,57,110.9,55,96.3,46,14.6,65,66.4,11,0.7554,45,81.73,25,87.83,29,45,-6.1,30
2015,484,Stephen F. Austin,12,64,51,0.7915,43,0.8824,22,115,116,101,50,14,100,65.5,258,0.5318,16,88.96,64,94.14,50,49,-5.18,24
2015,483,Texas,11,64,19,0.8639,23,0.914,39,113.1,13,92.2,20,20.9,289,61.7,22,0.7367,51,80.37,29,89.12,17,18,-8.75,37
2015,482,Texas Southern,15,64,219,0.5249,205,0.6929,183,102.8,245,108.1,223,-5.3,229,63.1,336,0.4711,195,68.55,237,109.3,227,216,-40.75,227
2015,481,UAB,14,32,151,0.6235,143,0.7671,138,105,139,102,133,3,150,64.4,152,0.5997,138,71.64,115,99.53,124,138,-27.89,124
2015,480,UC Irvine,13,64,82,0.7295,86,0.8267,134,105.3,85,98.8,99,6.5,215,63.3,125,0.6211,137,71.71,96,97.35,96,97,-25.64,112
2015,479,UCLA,11,16,59,0.7724,79,0.8392,41,112.8,68,97.8,40,15,106,65.4,33,0.7272,31,85.12,41,91.08,40,47,-5.96,29
2015,478,Utah,5,16,9,0.9061,6,0.959,15,116.2,7,88.9,8,27.3,323,60.4,68,0.6957,33,84.98,13,84.73,7,8,0.25,14
2015,477,Valparaiso,13,64,58,0.7752,41,0.8871,124,105.8,43,95.2,68,10.6,273,62.1,187,0.5714,133,71.84,61,93.46,54,65,-21.62,82
2015,476,VCU,7,64,35,0.8145,50,0.8705,55,111,28,94.4,32,16.6,59,66.5,70,0.695,46,81.58,15,86.28,18,33,-4.7,21
2015,475,Villanova,1,32,3,0.9458,2,0.9741,4,123.4,11,91.2,4,32.2,171,63.9,25,0.7353,6,97.58,12,84.56,4,5,13.02,6
2015,474,Virginia,2,32,8,0.9079,9,0.9481,27,114.5,1,83.4,5,31.1,349,57.6,35,0.7233,73,77.77,6,82.69,3,3,-4.92,22
2015,473,West Virginia,5,16,26,0.8498,18,0.9206,28,114.2,35,94.9,24,19.3,25,68,21,0.7369,18,88.68,9,83.76,14,26,4.92,12
2015,472,Wichita St.,7,16,16,0.8743,20,0.9189,26,114.6,15,92.6,15,22,296,61.5,104,0.6435,50,80.53,59,93.12,31,13,-12.59,46
2015,471,Wisconsin,1,2,5,0.9318,5,0.9607,1,126.6,13,92.2,2,34.4,347,58.1,7,0.7575,9,95.31,82,95.72,36,2,-0.41,17
2015,470,Wofford,12,64,111,0.6947,99,0.8117,151,104.4,78,98.3,105,6.1,319,60.7,242,0.542,201,68.37,116,99.63,105,100,-31.26,147
2015,469,Wyoming,12,64,142,0.6386,161,0.7421,158,104,68,97.8,102,6.2,343,58.7,177,0.5811,263,63.73,186,105.26,133,94,-41.53,233
2015,468,Xavier,6,16,27,0.8478,17,0.921,18,115.4,56,96.4,25,19,120,65.1,9,0.7565,21,87.77,40,90.87,26,25,-3.1,20
2014,467,Albany,16,64,186,0.585,,,218,102,153,103.9,182,-1.9,312,61.9,295,0.5072,266,65.87,235,106.81,212,188,-40.94,255
2014,466,American,15,64,127,0.6693,,,201,103,55,97.5,108,5.5,342,60.1,218,0.5695,269,65.66,151,101.04,126,104,-35.38,215
2014,465,Arizona,1,8,2,0.9416,,,23,115.9,1,84.7,2,31.2,268,63.2,13,0.7427,38,85.62,3,75.47,1,1,10.15,9
2014,464,Arizona St.,10,64,56,0.7908,,,66,111.3,36,95.6,37,15.7,52,67.8,54,0.7195,54,83.77,19,84.31,23,42,-0.54,26
2014,463,Baylor,6,16,29,0.8368,,,9,119.5,92,100.5,30,19,328,61.3,5,0.7604,20,90.01,143,100.48,72,27,-10.47,59
2014,462,BYU,10,64,43,0.8042,,,22,116,101,101.1,47,14.9,6,71.1,69,0.7052,11,96.73,29,86.18,39,53,10.55,8
2014,461,Cal Poly,16,64,180,0.6,,,211,102.3,147,103.5,175,-1.2,347,59,120,0.6379,281,64.65,283,111.03,232,174,-46.38,287
2014,460,Cincinnati,5,64,31,0.8339,,,100,109.4,8,90,28,19.4,324,61.5,97,0.6747,138,75.94,17,84.27,15,22,-8.33,49
2014,459,Coastal Carolina,16,64,243,0.5031,,,297,96.7,143,103.4,235,-6.7,122,65.9,307,0.4991,284,64.42,100,97.06,163,236,-32.64,195
2014,458,Colorado,8,64,59,0.7871,,,120,108,35,95.5,61,12.5,165,65.1,30,0.7324,109,78.31,35,87.45,45,60,-9.14,52
2014,457,Connecticut,7,1,23,0.8554,,,61,111.5,10,91.8,26,19.7,248,63.6,51,0.7204,73,81.78,20,84.47,18,25,-2.69,30
2014,456,Creighton,3,32,10,0.8927,,,1,126.1,94,100.7,9,25.4,233,63.9,35,0.7306,1,103.49,115,98.21,57,7,5.28,16
2014,455,Dayton,11,8,53,0.7944,,,35,113.9,94,100.7,57,13.2,226,64,73,0.6988,48,84.97,106,97.54,69,55,-12.57,67
2014,454,Delaware,13,64,111,0.6974,,,58,111.7,196,106.6,114,5.1,10,70.7,180,0.591,25,87.76,105,97.51,102,110,-9.75,55
2014,453,Duke,3,64,4,0.916,,,2,125.1,73,99.2,7,25.9,186,64.8,8,0.7496,2,101.79,89,96.06,45,6,5.73,14
2014,452,Eastern Kentucky,15,64,122,0.6792,,,62,111.4,240,108.8,140,2.6,186,64.8,280,0.5187,60,83.17,241,107.3,191,137,-24.13,130
2014,451,Florida,1,4,3,0.9249,,,20,116.7,3,87.8,3,28.9,315,61.8,37,0.7289,42,85.23,11,82.48,3,3,2.75,21
2014,450,George Washington,9,64,54,0.7932,,,79,110.6,40,96.3,49,14.3,122,65.9,83,0.6901,63,82.86,31,87.03,38,48,-4.17,34
2014,449,Gonzaga,8,32,16,0.8776,,,39,113.7,16,92.9,23,20.8,186,64.8,86,0.6882,35,85.81,24,84.81,17,20,1,24
2014,448,Harvard,12,32,33,0.8307,,,49,112.4,29,95.1,33,17.3,217,64.2,176,0.5928,84,81.01,45,90.03,33,29,-9.02,51
2014,447,Iowa,11,68,14,0.8894,,,4,121.6,85,100.1,21,21.5,22,69.3,55,0.7193,3,101.4,40,88.99,25,23,12.41,6
2014,446,Iowa St.,3,16,18,0.8735,,,13,118.6,44,96.6,18,22,11,70.6,2,0.7641,7,98.1,9,82.28,11,24,15.82,2
2014,445,Kansas,2,32,7,0.8973,,,5,121.5,28,95,5,26.5,77,67,1,0.7901,5,99.01,18,84.29,8,10,14.72,3
2014,444,Kansas St.,9,64,48,0.7967,,,97,109.6,23,94.3,45,15.3,226,64,39,0.7271,124,77.1,32,87.23,34,43,-10.13,58
2014,443,Kentucky,8,2,15,0.8804,,,19,116.9,29,95.1,19,21.8,194,64.7,16,0.7408,19,90.22,36,87.48,21,17,2.74,22
2014,442,Louisiana Lafayette,14,64,104,0.7098,,,75,110.8,187,106.1,119,4.7,28,68.9,155,0.6065,36,85.8,91,96.33,96,121,-10.53,60
2014,441,Louisville,4,16,1,0.9862,,,7,120.6,5,88.1,1,32.5,56,67.7,99,0.6729,9,98.09,2,75.45,1,2,22.64,1
2014,440,Manhattan,13,64,75,0.7546,,,133,107.1,55,97.5,80,9.6,42,68.2,194,0.5842,92,79.88,26,85.79,51,83,-5.91,41
2014,439,Massachusetts,6,64,37,0.822,,,79,110.6,43,96.5,50,14.1,12,70.5,46,0.7222,30,86.56,10,82.3,26,54,4.26,19
2014,438,Memphis,8,32,34,0.8268,,,49,112.4,51,97,44,15.4,48,68,47,0.722,26,87.36,23,84.59,30,45,2.77,20
2014,437,Mercer,14,32,102,0.714,,,109,108.8,108,101.6,100,7.2,233,63.9,285,0.514,111,78.09,114,98.09,96,98,-20,100
2014,436,Michigan,2,8,17,0.8739,,,3,123.1,74,99.3,12,23.8,319,61.7,6,0.7543,12,94.43,135,99.88,64,11,-5.45,39
2014,435,Michigan St.,4,8,8,0.8964,,,12,119.1,24,94.5,10,24.6,211,64.4,4,0.7629,16,92.31,38,87.53,20,12,4.78,18
2014,434,Milwaukee,15,64,153,0.629,,,174,104.9,167,104.9,163,0,114,66.1,157,0.6053,162,74,140,100.27,145,163,-26.27,145
2014,433,Mount St. Mary's,16,68,217,0.5369,,,122,107.9,293,112.2,210,-4.3,36,68.6,235,0.5548,82,81.08,238,107.13,224,207,-26.05,144
2014,432,Nebraska,11,64,73,0.7589,,,101,109.3,34,95.3,51,14,186,64.8,27,0.7343,121,77.33,50,90.46,49,52,-13.13,69
2014,431,New Mexico,7,64,30,0.8345,,,32,114.2,38,96.1,31,18.1,178,64.9,87,0.6868,45,84.99,52,90.81,39,30,-5.82,40
2014,430,New Mexico St.,13,64,71,0.7635,,,49,112.4,115,102.1,74,10.3,157,65.3,230,0.5596,44,85.06,112,97.97,84,75,-12.91,68
2014,429,North Carolina,6,32,28,0.8498,,,43,113,20,93.9,29,19.1,18,69.6,19,0.7397,28,87.04,7,80.9,14,31,6.14,13
2014,428,North Carolina Central,14,64,100,0.7144,,,126,107.4,67,98.8,88,8.6,279,62.9,349,0.4327,161,74,99,96.99,82,87,-22.99,121
2014,427,North Carolina St.,12,64,60,0.7858,,,35,113.9,131,102.8,68,11.1,186,64.8,36,0.7295,62,83.02,165,102.05,111,71,-19.03,91
2014,426,North Dakota St.,12,32,76,0.7514,,,24,115.6,131,102.8,59,12.8,270,63.1,167,0.5987,32,86.22,191,104.42,118,57,-18.2,88
2014,425,Ohio St.,6,64,22,0.8659,,,88,110,4,87.9,16,22.1,213,64.3,15,0.7414,116,77.76,4,79,5,16,-1.24,27
2014,424,Oklahoma,5,64,25,0.853,,,10,119.3,79,99.6,26,19.7,16,70,11,0.7445,4,100,34,87.37,29,33,12.63,5
2014,423,Oklahoma St.,9,64,11,0.8918,,,17,117.2,25,94.6,15,22.6,71,67.1,41,0.7267,13,93.07,13,83.03,12,21,10.04,10
2014,422,Oregon,7,32,26,0.8521,,,11,119.2,79,99.6,27,19.6,56,67.7,45,0.7228,10,97.89,43,89.81,31,28,8.08,12
2014,421,Pittsburgh,9,32,12,0.8917,,,18,117.1,29,95.1,18,22,279,62.9,48,0.7212,41,85.24,62,92.68,37,15,-7.44,47
2014,420,Providence,11,64,50,0.795,,,26,115.5,84,100,41,15.5,253,63.5,24,0.7351,52,84.39,94,96.58,59,39,-12.19,65
2014,419,Saint Joseph's,10,64,41,0.8127,,,62,111.4,59,97.9,56,13.5,205,64.5,72,0.6993,72,81.84,67,93.2,58,56,-11.36,61
2014,418,Saint Louis,5,32,35,0.8254,,,147,106.1,9,90.5,38,15.6,135,65.7,78,0.6958,148,75.11,5,79.24,16,36,-4.13,33
2014,417,San Diego St.,4,16,27,0.8512,,,103,109.1,6,89,24,20.1,286,62.8,93,0.6807,142,75.72,12,82.98,9,19,-7.26,45
2014,416,Stanford,10,16,40,0.8143,,,38,113.8,52,97.3,34,16.5,162,65.2,31,0.7321,31,86.34,51,90.64,43,35,-4.3,35
2014,415,Stephen F. Austin,12,32,74,0.7554,,,66,111.3,94,100.7,72,10.6,312,61.9,335,0.4764,86,80.88,121,98.35,85,69,-17.47,86
2014,414,Syracuse,3,32,20,0.8716,,,30,114.4,16,92.9,21,21.5,344,59.9,38,0.7277,95,79.53,72,93.71,42,13,-14.18,73
2014,413,Tennessee,11,16,19,0.8717,,,27,115.4,14,92.6,14,22.8,305,62.2,58,0.7149,56,83.5,48,90.37,24,14,-6.87,44
2014,412,Texas,7,32,42,0.8094,,,79,110.6,29,95.1,41,15.5,71,67.1,14,0.7416,51,84.4,22,84.51,28,44,-0.11,25
2014,411,Texas Southern,16,68,226,0.5211,,,162,105.6,312,113.2,250,-7.6,117,66,350,0.4315,133,76.23,299,113.28,281,247,-37.05,225
2014,410,Tulsa,13,64,86,0.7306,,,138,106.8,45,96.7,77,10.1,63,67.3,136,0.6251,123,77.21,33,87.29,54,82,-10.08,57
2014,409,UCLA,4,16,13,0.8902,,,8,119.6,42,96.4,13,23.2,33,68.7,52,0.7202,6,98.26,16,84.19,12,18,14.07,4
2014,408,VCU,5,64,24,0.8547,,,92,109.8,6,89,23,20.8,19,69.4,68,0.7071,58,83.36,1,73.83,7,26,9.53,11
2014,407,Villanova,2,32,6,0.9083,,,15,118,12,92.1,7,25.9,117,66,25,0.735,15,92.66,8,82.02,4,8,10.64,7
2014,406,Virginia,1,16,21,0.8687,,,33,114.1,2,86.9,4,27.2,345,59.7,21,0.7376,107,78.42,21,84.51,6,4,-6.09,42
2014,405,Weber St.,16,64,198,0.5694,,,147,106.1,205,107,171,-0.9,263,63.3,301,0.5046,188,71.94,271,109.59,223,170,-37.65,231
2014,404,Western Michigan,14,64,137,0.658,,,132,107.2,123,102.6,121,4.6,150,65.4,193,0.5845,144,75.48,118,98.26,116,125,-22.78,120
2014,403,Wichita St.,1,32,9,0.8962,,,16,117.5,11,92,8,25.5,245,63.7,119,0.6399,24,88.46,27,85.93,10,5,2.53,23
2014,402,Wisconsin,2,4,5,0.9129,,,6,121.3,47,96.9,11,24.4,275,63,3,0.7633,14,92.94,74,94.38,41,9,-1.44,28
2014,401,Wofford,15,64,208,0.556,,,248,100.2,125,102.7,191,-2.5,336,60.8,312,0.4976,293,63.62,231,106.33,214,194,-42.71,262
2014,400,Xavier,12,68,47,0.799,,,34,114,63,98.6,44,15.4,205,64.5,20,0.7396,46,84.99,73,94.38,53,38,-9.39,53
2013,399,Akron,12,64,55,0.7953,,,80,107.9,37,94.2,55,13.7,133,64.9,141,0.6114,76,77.47,38,86.22,38,53,-8.75,53
2013,398,Albany,15,64,139,0.6554,,,178,102,133,100.9,151,1.1,283,61.3,261,0.5359,217,65.77,215,102.9,180,151,-37.13,218
2013,397,Arizona,6,16,12,0.8924,,,17,115,36,94,18,21,123,65.2,26,0.7323,16,87.52,31,85.27,20,19,2.25,14
2013,396,Belmont,11,64,47,0.8107,,,40,111.9,63,96.2,44,15.7,105,65.5,161,0.598,24,84.96,42,86.83,35,42,-1.87,24
