YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R PACE RANK,R PACE,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM,STREM RANK 2
2022,907,Murray St.,7,32,46,0.7704,38,0.8605,43,111.2,39,95.1,32,16.1,250,65.8,208,0.5485,44,83.89,47,86.76,31,26,-2.87,34
2022,906,New Mexico St.,12,32,84,0.7103,84,0.81,90,107.5,63,97.1,79,10.4,234,66.1,131,0.5936,91,78.88,76,89.99,73,82,-11.11,79
2022,905,Norfolk St.,16,64,202,0.5437,176,0.7133,192,101.9,155,102.2,168,-0.3,191,66.9,357,0.4046,153,73.95,113,93.26,136,168,-19.31,125
2022,904,North Carolina,8,2,25,0.8089,31,0.8715,26,113.6,62,97,28,16.6,37,70.2,29,0.7082,17,89.75,38,86,30,33,3.75,22
2022,903,Notre Dame,11,32,48,0.7691,57,0.8465,29,112.8,88,98.5,46,14.3,245,65.9,46,0.6967,50,82.67,121,93.69,81,49,-11.02,77
2022,902,Ohio St.,7,32,32,0.787,65,0.8412,13,116.7,122,100.5,30,16.2,286,65,19,0.715,20,88.93,181,98.22,98,27,-9.29,67
2022,901,Providence,4,16,47,0.7694,50,0.8491,30,112.6,87,98.4,48,14.2,271,65.3,58,0.6867,49,82.76,102,92.99,63,45,-10.23,75
2022,900,Purdue,3,16,14,0.844,18,0.8867,3,121.1,93,98.7,14,22.4,250,65.8,22,0.7125,7,97.94,120,93.64,58,13,4.3,19
2022,899,Richmond,12,32,81,0.7186,89,0.8001,70,109.1,98,99,83,10.1,191,66.9,95,0.6463,77,80.41,100,92.9,87,85,-12.49,88
2022,898,Rutgers,11,68,92,0.6922,107,0.7802,103,106.6,43,95.3,72,11.3,286,65,65,0.6791,143,74.38,75,89.62,63,72,-15.24,103
2022,897,Saint Mary's,5,32,23,0.8115,20,0.882,66,109.7,9,89.6,16,20.1,338,63.6,56,0.6881,88,79.02,17,81.6,13,16,-2.58,32
2022,896,Saint Peter's,15,8,128,0.6469,120,0.7659,257,98.6,31,94,115,4.6,241,66,214,0.5457,274,65.36,40,86.36,74,119,-21,132
2022,895,San Diego St.,8,64,37,0.7807,43,0.8528,148,104.3,2,85.9,23,18.4,267,65.4,72,0.6774,199,70.7,8,76.28,11,20,-5.58,44
2022,894,San Francisco,10,64,16,0.8299,14,0.9002,39,111.5,20,92.7,21,18.8,75,68.9,76,0.6703,32,86.65,11,79.07,15,24,7.58,16
2022,893,Seton Hall,8,64,39,0.7776,48,0.8497,80,108.2,25,93.2,41,15,172,67.2,44,0.6974,70,80.79,24,82.96,28,40,-2.17,31
2022,892,South Dakota St.,13,64,77,0.7243,76,0.8252,14,116.5,218,105.4,74,11.1,63,69.3,255,0.519,8,97.51,158,96.3,117,76,1.21,24
2022,891,TCU,9,32,33,0.7861,28,0.8729,75,108.6,22,93.1,36,15.5,245,65.9,7,0.7356,93,78.66,31,84.62,29,37,-5.96,49
2022,890,Tennessee,3,32,8,0.8684,9,0.9166,33,112,3,86,7,26,172,67.2,9,0.7274,37,85.29,3,72.78,2,8,12.51,9
2022,889,Texas,6,32,19,0.8189,35,0.8677,33,112,14,91.2,15,20.8,340,63.3,31,0.707,78,80.25,35,85.54,18,15,-5.29,43
2022,888,Texas A&M Corpus Chris,16,68,230,0.5008,199,0.6889,288,96.4,180,103.5,246,-7.1,73,69,358,0.3914,241,67.46,108,93.07,173,242,-25.61,175
2022,887,Texas Southern,16,64,190,0.5579,179,0.7126,266,97.9,116,100,191,-2.1,122,67.9,337,0.4655,257,66.71,80,90.77,129,188,-24.06,158
2022,886,Texas Tech,3,16,13,0.853,10,0.9105,57,110.1,1,84.8,9,25.3,203,66.6,45,0.6974,65,81.2,2,72.53,3,10,8.67,13
2022,885,UAB,12,64,59,0.7552,69,0.839,28,113.3,102,99.2,50,14.1,75,68.9,178,0.564,23,88.77,55,88.14,47,52,0.63,25
2022,884,UCLA,4,16,9,0.8671,13,0.9069,15,116.4,13,91.1,9,25.3,263,65.5,48,0.6943,14,90.52,16,81.47,7,7,9.05,12
2022,883,USC,7,64,36,0.7837,51,0.8484,52,110.4,49,96.1,46,14.3,234,66.1,81,0.6642,54,82.31,54,88.08,44,42,-5.77,48
2022,882,Vermont,13,64,70,0.7391,68,0.8391,48,110.8,66,97.3,57,13.5,286,65,308,0.484,82,79.96,122,93.75,84,51,-13.79,92
2022,881,Villanova,2,4,11,0.8613,11,0.9097,9,117.8,27,93.4,12,24.4,345,62.7,15,0.7197,19,89.3,70,89.21,35,5,0.09,28
2022,880,Virginia Tech,11,64,17,0.8253,15,0.8955,19,114.5,47,95.9,22,18.6,343,63,53,0.691,48,82.86,132,94.21,68,19,-11.35,82
2022,879,Wisconsin,3,32,24,0.8094,19,0.8844,52,110.4,38,94.8,34,15.6,203,66.6,10,0.7273,60,81.84,46,86.7,36,31,-4.86,40
2022,878,Wright St.,16,64,200,0.5465,229,0.6522,112,105.8,253,107.1,184,-1.3,104,68.4,300,0.4899,98,78.28,248,102.45,216,182,-24.17,161
2022,877,Wyoming,12,68,71,0.7374,60,0.8453,60,110,65,97.2,63,12.8,234,66.1,101,0.6433,79,80.24,85,91.45,60,55,-11.21,80
2022,876,Yale,14,64,149,0.6137,163,0.7272,208,101.1,103,99.3,146,1.8,88,68.7,187,0.5589,184,72.36,69,89.12,106,147,-16.76,114
2021,875,Abilene Christian,14,32,95,0.7231,90,0.8362,140,103.4,35,93.3,84,10.1,95,70.2,335,0.4582,127,76.04,15,78.72,45,86,-2.68,64
2021,874,Alabama,2,16,10,0.8669,10,0.9282,33,112.6,3,86.9,7,25.7,9,73.9,15,0.7681,10,93.8,1,67.18,3,13,26.62,3
2021,873,Appalachian St.,16,68,229,0.4996,224,0.6682,220,99,201,104,208,-5,297,65.8,255,0.5214,259,65.28,261,101.76,237,208,-36.48,266
2021,872,Arkansas,3,8,20,0.8479,14,0.9196,34,112.3,16,90.3,16,22,17,73.2,77,0.7047,11,93.66,4,71.06,7,27,22.6,6
2021,871,Baylor,1,1,4,0.9092,6,0.9417,3,123.5,43,94.1,5,29.4,176,68.4,89,0.6902,3,106.69,30,81.45,10,5,25.24,5
2021,870,BYU,6,64,17,0.8565,12,0.9262,21,113.8,29,92.6,23,21.2,191,68,66,0.7186,22,90.04,17,79.04,16,24,11,15
2021,869,Clemson,7,64,61,0.7779,68,0.862,101,106.1,18,90.5,46,15.6,329,64.1,42,0.7446,145,74.09,53,83.61,37,37,-9.52,97
2021,868,Cleveland St.,15,64,179,0.5951,162,0.7451,200,100.3,118,99.5,149,0.8,261,66.5,220,0.5403,214,68.82,155,92.91,148,150,-24.09,179
2021,867,Colgate,14,64,47,0.7988,19,0.9137,31,112.7,138,100.5,68,12.2,25,72.5,234,0.5336,24,88.77,95,88.75,87,85,0.02,51
2021,866,Colorado,5,32,12,0.8646,8,0.9328,18,114.2,27,92.3,17,21.9,274,66.3,46,0.7378,35,86.72,63,84.82,32,16,1.9,40
2021,865,Connecticut,7,64,11,0.8664,11,0.9278,18,114.2,24,91.7,11,22.5,280,66.2,51,0.7353,44,85.73,49,83.02,28,14,2.71,33
2021,864,Creighton,5,16,18,0.85,26,0.9024,14,115,38,93.5,19,21.5,141,69.1,57,0.7311,15,91.79,36,81.94,23,21,9.85,16
2021,863,Drake,11,64,70,0.7594,55,0.8718,23,113.6,124,99.8,55,13.8,253,66.7,168,0.5883,39,85.98,172,94.67,109,50,-8.69,88
2021,862,Drexel,16,64,133,0.6473,134,0.786,93,106.8,220,105,139,1.8,328,64.3,256,0.5212,132,75.7,299,104.77,220,144,-29.07,210
2021,861,Eastern Washington,14,64,83,0.739,67,0.8625,86,107.5,151,101.2,109,6.3,27,72.3,219,0.5406,64,82.65,116,90.38,113,111,-7.73,83
2021,860,Florida,7,32,30,0.8294,40,0.8875,45,110.6,34,93.1,36,17.5,162,68.6,23,0.7655,34,87.06,23,80.43,27,38,6.63,24
2021,859,Florida St.,4,16,19,0.8492,24,0.9051,11,116.7,53,94.9,18,21.8,81,70.7,47,0.7371,8,95.4,40,82.13,25,19,13.27,9
2021,858,Georgetown,12,64,42,0.802,30,0.9006,77,108.3,37,93.4,52,14.9,113,69.6,26,0.7627,77,81.35,29,81.35,35,57,0,52
2021,857,Georgia Tech,9,64,33,0.826,28,0.9009,25,113.5,55,95,31,18.5,199,67.9,67,0.7181,32,87.35,65,85.56,42,30,1.79,41
2021,856,Gonzaga,1,2,1,0.9916,1,0.9945,1,127.2,15,90.1,1,37.1,4,74.8,95,0.6746,1,119.72,3,70.5,1,1,49.22,1
2021,855,Grand Canyon,15,64,81,0.7415,56,0.8702,146,103.1,64,95.7,105,7.4,303,65.5,209,0.5523,172,71.57,110,89.84,106,108,-18.27,140
2021,854,Hartford,16,64,201,0.5444,188,0.7175,251,97.3,120,99.6,185,-2.3,253,66.7,297,0.4931,274,63.17,184,95.72,184,189,-32.55,231
2021,853,Houston,2,4,5,0.9085,4,0.9574,7,119.4,11,89.7,4,29.7,318,64.9,96,0.6732,12,93.3,28,81.33,7,3,11.97,12
2021,852,Illinois,1,32,2,0.9282,2,0.9702,6,119.9,8,89,2,30.9,75,70.8,10,0.7739,5,101.28,5,72.64,2,4,28.64,2
2021,851,Iona,15,64,128,0.6509,109,0.8136,200,100.3,138,100.5,168,-0.2,176,68.4,308,0.4867,192,70.34,153,92.85,158,178,-22.51,160
2021,850,Iowa,2,32,3,0.9111,3,0.9588,2,123.6,47,94.7,6,28.9,99,70,39,0.7473,2,108.23,34,81.73,15,6,26.5,4
2021,849,Kansas,3,32,25,0.8355,41,0.8869,59,109.5,5,88.4,24,21.1,181,68.3,24,0.7629,55,83.37,9,75.26,9,23,8.11,20
2021,848,Liberty,13,64,96,0.7213,76,0.8505,59,109.5,157,101.4,98,8.1,336,63.3,311,0.4834,104,78.13,253,101.25,162,90,-23.12,166
2021,847,Loyola Chicago,8,16,22,0.8452,17,0.9149,56,109.7,1,86.4,9,23.3,329,64.1,143,0.6086,111,77.36,18,79.46,5,8,-2.1,59
2021,846,LSU,8,32,31,0.829,25,0.9025,5,120.4,129,100.1,29,20.3,75,70.8,33,0.7514,4,104.4,80,87.36,53,31,17.04,8
2021,845,Maryland,10,32,39,0.8107,38,0.8914,50,110.3,25,92,32,18.3,304,65.4,18,0.7677,84,80.76,62,84.8,37,28,-4.04,66
2021,844,Michigan,1,8,6,0.9031,5,0.9458,8,119.3,6,88.7,3,30.6,249,66.8,11,0.7736,7,96.35,12,77.39,3,2,18.96,7
2021,843,Michigan St.,11,68,97,0.7211,132,0.7873,99,106.4,32,93,58,13.4,162,68.6,7,0.7782,96,79.14,32,81.6,36,56,-2.46,62
2021,842,Missouri,9,64,35,0.8229,31,0.8983,48,110.4,59,95.3,50,15.1,150,68.8,13,0.7712,45,85.71,48,82.95,46,54,2.76,32
2021,841,Morehead St.,14,64,136,0.6443,111,0.8132,210,99.8,68,96.2,129,3.6,301,65.6,198,0.5644,234,67.39,96,88.82,109,126,-21.43,157
2021,840,Mount St. Mary's,16,68,217,0.5143,210,0.6884,280,94.9,127,100,209,-5.1,344,62.4,281,0.5046,322,58.04,241,100.12,232,217,-42.08,300
2021,839,Norfolk St.,16,64,198,0.55,202,0.7008,200,100.3,205,104.2,197,-3.9,199,67.9,327,0.4689,155,72.93,169,94.21,179,196,-21.28,154
2021,838,North Carolina,8,64,36,0.8226,44,0.8841,43,110.9,17,90.4,28,20.5,44,71.9,37,0.7483,33,87.15,6,74.54,10,29,12.61,11
2021,837,North Texas,13,32,75,0.7511,85,0.8402,120,104.7,32,93,72,11.7,340,63,147,0.604,162,72.25,88,87.72,73,66,-15.47,127
2021,836,Ohio,13,32,62,0.7733,47,0.8778,29,113.2,166,101.9,74,11.3,116,69.5,142,0.6087,17,91.57,131,91.09,102,82,0.48,47
2021,835,Ohio St.,2,64,7,0.8751,13,0.9242,4,122.8,82,97.2,8,25.6,233,67.2,4,0.7839,6,101,100,89.16,50,7,11.84,13
2021,834,Oklahoma,8,32,45,0.7999,57,0.8698,39,111.5,55,95,39,16.5,211,67.7,60,0.7286,41,85.89,57,84.12,43,40,1.77,42
2021,833,Oklahoma St.,4,32,29,0.8317,27,0.9023,42,111,25,92,30,19,38,72.1,27,0.7601,26,88.2,8,75.25,17,36,12.95,10
2021,832,Oral Roberts,15,16,144,0.6351,133,0.7868,77,108.3,277,107.8,157,0.5,44,71.9,188,0.5731,40,85.94,208,97.69,176,152,-11.75,109
2021,831,Oregon,7,16,28,0.8333,36,0.8925,16,114.3,73,96.6,35,17.7,233,67.2,50,0.7362,23,88.89,92,88.65,63,34,0.24,50
2021,830,Oregon St.,12,8,66,0.7709,45,0.8811,62,109.4,105,98.8,82,10.6,304,65.4,44,0.7438,101,78.44,179,95.29,125,81,-16.85,132
2021,829,Purdue,4,64,23,0.8441,20,0.9132,23,113.6,23,91.5,15,22.1,261,66.5,14,0.7699,37,86.22,39,82.11,20,12,4.11,29
2021,828,Rutgers,10,32,52,0.7918,66,0.8633,80,108.2,20,90.8,37,17.4,206,67.8,8,0.777,82,80.89,16,78.87,19,32,2.02,39
2021,827,San Diego St.,6,64,9,0.8673,7,0.9361,44,110.7,10,89.5,23,21.2,285,66.1,102,0.659,71,82.13,19,79.46,13,18,2.67,34
2021,826,St. Bonaventure,9,64,27,0.8335,15,0.9186,40,111.2,13,89.8,20,21.4,309,65.1,98,0.6703,85,80.74,47,82.91,29,17,-2.17,61
2021,825,Syracuse,11,16,54,0.7905,69,0.8596,22,113.7,87,97.8,43,15.9,130,69.3,55,0.7321,21,90.2,85,87.57,65,44,2.63,35
2021,824,Tennessee,5,64,15,0.8583,16,0.9153,65,109.1,4,87.8,21,21.3,220,67.5,52,0.7327,76,81.46,7,74.73,6,22,6.73,23
2021,823,Texas,3,64,8,0.8678,18,0.914,16,114.3,40,93.7,27,20.6,130,69.3,19,0.7677,20,90.22,31,81.46,22,25,8.76,17
2021,822,Texas Southern,16,64,197,0.5502,198,0.7095,226,98.9,237,105.7,227,-6.8,32,72.2,339,0.4458,165,71.97,160,93.37,189,221,-21.4,156
2021,821,Texas Tech,6,32,21,0.8477,34,0.8954,36,112.1,22,91.2,25,20.9,304,65.4,75,0.7063,49,84.55,37,82,23,20,2.55,37
2021,820,UC Santa Barbara,12,64,65,0.7712,35,0.8934,69,109,80,97.1,71,11.9,285,66.1,189,0.5725,92,79.59,119,90.55,88,64,-10.96,101
2021,819,UCLA,11,4,40,0.8067,46,0.8779,27,113.3,85,97.5,44,15.8,321,64.8,30,0.7558,52,83.93,158,93.26,93,39,-9.33,96
2021,818,UNC Greensboro,13,64,113,0.6827,137,0.7799,124,104.2,66,96,97,8.2,162,68.6,184,0.5781,122,76.24,60,84.39,76,102,-8.15,85
2021,817,USC,6,8,14,0.8606,9,0.9309,29,113.2,20,90.8,13,22.4,227,67.3,31,0.7536,38,86.09,21,80.21,12,15,5.88,25
2021,816,Utah St.,11,64,50,0.7943,42,0.8857,112,105.5,9,89.2,40,16.3,150,68.8,114,0.6504,108,77.68,11,76.01,21,41,1.67,43
2021,815,VCU,10,64,51,0.7924,37,0.8918,110,105.6,11,89.7,43,15.9,106,69.9,91,0.6874,103,78.22,10,75.63,25,49,2.59,36
2021,814,Villanova,5,16,34,0.8242,49,0.8761,9,118.3,62,95.6,10,22.7,308,65.2,35,0.751,13,93.18,107,89.63,56,11,3.55,30
2021,813,Virginia,4,64,24,0.8395,32,0.8982,15,114.7,27,92.3,13,22.4,346,60.1,48,0.7364,79,81.29,151,92.83,75,9,-11.54,108
2021,812,Virginia Tech,10,64,56,0.7858,63,0.8662,51,110.1,50,94.8,49,15.3,274,66.3,85,0.6962,87,80.53,84,87.57,66,46,-7.04,78
2021,811,West Virginia,3,32,16,0.8577,29,0.9008,10,116.8,68,96.2,27,20.6,108,69.8,9,0.7763,9,95.32,54,83.75,33,26,11.57,14
2021,810,Wichita St.,11,68,69,0.7594,75,0.8516,56,109.7,99,98.3,73,11.4,217,67.6,73,0.7115,70,82.2,126,90.98,97,74,-8.78,90
2021,809,Winthrop,12,64,98,0.7201,86,0.84,112,105.5,68,96.2,88,9.3,11,73.6,314,0.4818,90,80.3,35,81.89,67,96,-1.59,55
2021,808,Wisconsin,9,32,13,0.861,21,0.9118,36,112.1,14,89.9,14,22.2,313,65,22,0.7664,57,83.27,27,81.25,13,10,2.02,39
2019,807,Abilene Christian,15,64,146,0.6531,141,0.7819,189,103.1,117,101.4,147,1.7,249,66.2,336,0.4794,222,71.48,171,97.59,148,144,-26.11,194
2019,806,Arizona St.,11,64,58,0.7943,70,0.8442,60,110.5,86,99.2,62,11.3,46,70.6,65,0.7046,46,86.92,41,85.88,50,63,1.04,34
2019,805,Auburn,5,4,15,0.8916,22,0.9138,8,120.3,39,95.9,12,24.4,168,67.6,20,0.7751,8,98.45,47,86.59,22,13,11.86,10
2019,804,Baylor,9,32,50,0.8139,47,0.8762,26,114,75,98.2,39,15.8,283,65.5,43,0.7561,52,85.88,108,92.44,65,38,-6.56,69
2019,803,Belmont,11,64,49,0.8145,38,0.8899,20,115.1,126,102.1,54,13,32,71.1,214,0.5903,9,97.91,57,87.8,56,56,10.11,14
2019,802,Bradley,15,64,174,0.6109,198,0.708,241,100.6,109,101,161,-0.4,295,65.2,203,0.5959,276,66.98,177,98.27,166,166,-31.29,232
2019,801,Buffalo,6,32,21,0.8683,19,0.9214,18,116.1,30,94.9,20,21.2,10,73.9,90,0.6689,7,98.58,6,77.61,13,27,20.97,5
2019,800,Cincinnati,7,64,27,0.8552,25,0.9034,46,111.8,26,94.2,32,17.6,338,63.3,69,0.7003,105,80.66,74,89.39,51,31,-8.73,81
2019,799,Colgate,15,64,138,0.6758,109,0.8052,64,110.2,198,106,128,4.2,232,66.5,248,0.5594,91,81.79,232,102.64,176,129,-20.85,157
2019,798,Duke,1,8,1,0.9886,1,0.9764,7,121,6,88.1,3,32.9,20,72.2,6,0.7923,3,106.24,1,70.25,1,5,35.99,2
2019,797,Fairleigh Dickinson,16,64,222,0.5451,207,0.6994,142,105.9,289,110.6,208,-4.7,217,66.8,331,0.4886,153,76.55,311,109.45,265,212,-32.9,248
2019,796,Florida,10,32,23,0.8641,33,0.8941,62,110.4,14,91.5,29,18.9,346,62.7,14,0.7825,130,78.72,36,85.46,23,25,-6.74,70
2019,795,Florida St.,4,16,14,0.8941,20,0.9196,29,113.7,9,90.2,14,23.5,140,68.2,17,0.7785,32,88.41,7,77.93,9,15,10.48,13
2019,794,Gardner Webb,16,64,179,0.6031,183,0.7293,112,107.3,256,108.8,173,-1.5,194,67.2,274,0.5502,125,78.91,263,105.3,213,169,-26.39,196
2019,793,Georgia St.,14,64,98,0.7294,101,0.8147,103,108,135,102.5,115,5.5,58,70.2,106,0.6496,80,82.75,109,92.46,107,114,-9.71,84
2019,792,Gonzaga,1,8,2,0.9763,2,0.9717,1,125.9,15,91.9,2,34,69,69.9,80,0.6883,1,112.08,8,77.95,4,3,34.13,3
2019,791,Houston,3,16,10,0.9108,7,0.9444,21,114.8,13,91.4,15,23.4,239,66.4,84,0.6806,38,87.87,18,81.78,12,14,6.09,25
2019,790,Iona,16,64,211,0.5542,235,0.6662,131,106.3,266,109.5,194,-3.2,50,70.5,293,0.5255,102,80.89,238,102.95,214,197,-22.06,169
2019,789,Iowa,10,32,35,0.8444,39,0.888,15,117.4,121,101.6,39,15.8,88,69.4,26,0.7685,12,96.4,105,92.02,63,40,4.38,27
2019,788,Iowa St.,6,64,13,0.8965,15,0.9271,10,119.6,55,97.1,16,22.5,153,67.8,42,0.7566,11,97.24,62,88.13,34,16,9.11,18
2019,787,Kansas,4,32,20,0.8707,49,0.8754,34,113.4,18,92.3,21,21.1,62,70.1,1,0.8159,27,89.8,10,78.59,13,23,11.21,11
2019,786,Kansas St.,4,64,24,0.8635,31,0.8946,105,107.9,4,87.1,23,20.8,341,63.1,31,0.765,169,75.67,12,79.21,11,17,-3.54,51
2019,785,Kentucky,2,8,8,0.9284,12,0.9341,12,118.6,9,90.2,7,28.4,265,65.9,22,0.7725,14,94.89,13,80.03,7,6,14.86,7
2019,784,Liberty,12,32,70,0.77,56,0.8608,78,109.5,88,99.3,69,10.2,350,61.8,275,0.5488,119,79.41,166,97.2,110,60,-17.79,135
2019,783,Louisville,7,64,17,0.8902,14,0.9299,27,113.9,17,92.1,18,21.8,188,67.3,5,0.7941,36,88.04,17,81.57,15,18,6.47,24
2019,782,LSU,3,16,16,0.8914,10,0.9371,9,120.1,71,98.1,17,22,66,70,38,0.7615,6,99.1,45,86.27,26,22,12.83,8
2019,781,Marquette,5,64,25,0.8627,28,0.9,22,114.7,36,95.6,27,19.1,115,68.7,57,0.7287,18,92.07,24,83.67,20,32,8.4,20
2019,780,Maryland,6,32,26,0.8587,29,0.8999,30,113.6,20,93.5,24,20.1,277,65.7,37,0.7622,53,85.87,46,86.4,26,21,-0.53,37
2019,779,Michigan,2,16,6,0.941,6,0.9592,19,115.6,1,85.8,6,29.8,321,64.5,32,0.7648,42,87.09,5,76.42,2,4,10.67,12
2019,778,Michigan St.,2,4,5,0.9572,4,0.9636,4,122.4,11,90.3,4,32.1,183,67.4,9,0.7902,5,101.36,11,78.82,6,2,22.54,4
2019,777,Minnesota,10,32,55,0.8033,55,0.8674,53,110.9,43,96.1,47,14.8,177,67.5,18,0.777,69,83.26,55,87.67,46,47,-4.41,59
2019,776,Mississippi,8,64,38,0.8413,26,0.903,35,113.3,62,97.7,42,15.6,128,68.4,45,0.7532,37,88.02,63,88.25,54,45,-0.23,36
2019,775,Mississippi St.,5,64,19,0.8793,24,0.9075,14,118.3,51,96.6,19,21.7,168,67.6,15,0.7823,15,94.44,56,87.7,33,20,6.74,23
2019,774,Montana,15,64,130,0.6894,145,0.7707,117,107.1,157,103.9,139,3.2,220,66.7,292,0.5263,128,78.83,179,98.42,150,138,-19.59,149
2019,773,Murray St.,12,32,45,0.8219,17,0.9238,42,112.1,84,99,53,13.1,95,69.2,221,0.5824,30,89.28,51,87.29,48,52,1.99,29
2019,772,Nevada,7,64,31,0.8517,48,0.8755,22,114.7,34,95.4,25,19.3,84,69.5,109,0.647,17,92.19,20,82.43,19,29,9.76,15
2019,771,New Mexico St.,12,64,52,0.8122,46,0.8782,37,112.6,79,98.6,50,14,272,65.8,234,0.5727,49,86.1,102,91.9,70,49,-5.8,63
2019,770,North Carolina,1,16,4,0.9639,5,0.9601,5,121.6,12,90.8,5,30.8,5,74.3,4,0.796,2,109.37,2,71.25,5,10,38.12,1
2019,769,North Carolina Central,16,68,295,0.4455,269,0.6272,310,95.6,253,108.6,305,-13,295,65.2,352,0.4274,311,62.7,292,107.64,306,306,-44.94,315
2019,768,North Dakota St.,16,64,199,0.5691,204,0.7009,143,105.8,271,109.7,202,-3.9,314,64.8,219,0.5838,174,75.48,323,110.66,267,202,-35.18,266
2019,767,Northeastern,13,64,84,0.7459,97,0.8197,50,111,135,102.5,82,8.5,249,66.2,177,0.6083,86,82.27,198,99.94,136,79,-17.67,133
2019,766,Northern Kentucky,14,64,97,0.7303,95,0.8209,82,109.3,144,103,103,6.3,142,68.1,229,0.5768,83,82.67,142,95.45,119,101,-12.78,99
2019,765,Ohio St.,11,32,46,0.8181,50,0.8747,83,109.2,28,94.4,47,14.8,265,65.9,24,0.771,112,79.85,44,86.14,40,42,-6.29,64
2019,764,Oklahoma,9,32,36,0.8443,36,0.8924,78,109.5,24,93.9,42,15.6,115,68.7,2,0.8066,68,83.45,19,82.17,24,44,1.28,31
2019,763,Old Dominion,14,64,126,0.6962,113,0.8045,229,101.2,39,95.9,118,5.3,321,64.5,210,0.5916,266,68.02,93,91.24,96,109,-23.22,174
2019,762,Oregon,12,16,51,0.8133,63,0.8519,108,107.5,15,91.9,42,15.6,328,64.1,77,0.6919,154,76.45,31,84.98,29,37,-8.53,78
2019,761,Prairie View A&M,16,68,205,0.56,187,0.726,214,101.7,211,106.6,211,-4.9,32,71.1,345,0.4578,184,74.83,147,95.64,172,207,-20.81,156
2019,760,Purdue,3,8,12,0.899,13,0.9314,6,121.3,29,94.6,10,26.7,277,65.7,8,0.7904,10,97.31,60,88.07,29,8,9.24,16
2019,759,Saint Louis,13,64,109,0.7123,140,0.7821,198,102.7,42,96,98,6.7,256,66.1,98,0.6568,239,70.35,72,89.26,83,102,-18.91,145
2019,758,Saint Mary's,11,64,33,0.8463,30,0.8955,28,113.8,38,95.8,31,18,347,62.6,76,0.693,59,84.77,121,93.49,66,26,-8.72,80
2019,757,Seton Hall,10,64,59,0.7941,72,0.843,70,110,49,96.5,51,13.5,101,69,49,0.7468,67,83.76,34,85.27,41,54,-1.51,44
2019,756,St. John's,11,68,67,0.7778,84,0.8304,73,109.9,117,101.4,82,8.5,46,70.6,63,0.7057,45,87.02,68,88.92,69,82,-1.9,45
2019,755,Syracuse,8,64,40,0.8411,51,0.8745,53,110.9,23,93.7,33,17.2,249,66.2,29,0.7675,92,81.74,33,85.2,25,33,-3.46,50
2019,754,Temple,11,68,63,0.7903,57,0.8596,75,109.7,95,99.9,72,9.8,104,68.9,70,0.7002,70,83.08,80,89.63,72,77,-6.55,68
2019,753,Tennessee,2,16,7,0.9293,8,0.943,3,123.4,34,95.4,8,28,153,67.8,23,0.7725,4,104.09,28,84.87,16,9,19.22,6
2019,752,Texas Tech,3,2,9,0.9143,9,0.9411,31,113.5,2,86.1,9,27.4,220,66.7,54,0.7355,51,85.99,3,73.48,3,7,12.51,9
2019,751,UC Irvine,13,32,74,0.7645,76,0.8408,123,106.9,55,97.1,72,9.8,295,65.2,258,0.5554,179,75.09,99,91.6,79,70,-16.51,126
2019,750,UCF,9,32,41,0.8409,35,0.8932,63,110.3,32,95.2,45,15.1,306,65,73,0.6984,95,81.66,61,88.11,53,46,-6.45,65
2019,749,Utah St.,8,64,37,0.8438,21,0.9152,31,113.5,54,96.7,34,16.8,153,67.8,180,0.6051,31,89.17,37,85.48,32,34,3.69,28
2019,748,VCU,8,64,30,0.8521,18,0.9215,153,105.1,7,88.6,35,16.5,133,68.3,92,0.6679,181,75.04,4,75.77,17,39,-0.73,39
2019,747,Vermont,13,64,81,0.7507,71,0.8432,109,107.4,79,98.6,78,8.8,290,65.3,285,0.5364,152,76.57,140,95.3,105,78,-18.73,142
2019,746,Villanova,6,32,39,0.8412,54,0.8693,16,117,64,97.9,27,19.1,330,63.8,51,0.7445,26,89.85,124,93.77,67,24,-3.92,53
2019,745,Virginia,1,1,3,0.9665,3,0.9677,2,123.7,5,87.2,1,36.5,353,59.5,48,0.7528,16,93.27,27,84.46,10,1,8.81,19
2019,744,Virginia Tech,4,16,11,0.9099,11,0.9351,11,118.8,24,93.9,11,24.9,337,63.4,56,0.7334,23,90.27,70,89.16,37,11,1.11,33
2019,743,Washington,9,32,56,0.8031,58,0.8593,124,106.8,21,93.6,52,13.2,258,66,64,0.705,148,76.87,29,84.92,36,50,-8.05,77
2019,742,Wisconsin,5,64,18,0.8797,23,0.9129,56,110.7,3,87,13,23.7,330,63.8,10,0.7898,114,79.66,9,78.39,8,12,1.27,32
2019,741,Wofford,7,32,22,0.8662,16,0.926,12,118.6,60,97.6,22,21,265,65.9,137,0.6293,13,95.46,78,89.55,43,19,5.91,26
2019,740,Yale,14,64,78,0.7562,78,0.8399,38,112.4,157,103.9,82,8.5,43,70.8,155,0.6196,22,90.54,101,91.76,89,84,-1.22,41
2018,739,Alabama,9,32,60,0.7826,82,0.8428,111,108.6,12,94.4,53,14.2,139,68.8,12,0.7646,101,82.68,6,82.57,25,52,0.11,46
